USB2G13063_1:101		Capture_1:201		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
652.017	860.83	652.017	871.22	652.017	882.5	652.017	936	652.017	970.28	652.017	847.17	
652.357	861.83	652.357	883.22	652.357	876.5	652.357	922	652.357	961.28	652.357	865.17	
652.697	867.83	652.697	864.22	652.697	861.5	652.697	930	652.697	973.28	652.697	863.17	
653.037	866.83	653.037	873.22	653.037	881.5	653.037	933	653.037	949.28	653.037	848.17	
653.377	861.83	653.377	863.22	653.377	864.5	653.377	941	653.377	975.28	653.377	858.17	
653.717	856.83	653.717	870.22	653.717	873.5	653.717	935	653.717	976.28	653.717	866.17	
654.057	860.83	654.057	868.22	654.057	876.5	654.057	935	654.057	972.28	654.057	865.17	
654.397	846.83	654.397	878.22	654.397	879.5	654.397	920	654.397	969.28	654.397	866.17	
654.737	877.83	654.737	877.22	654.737	856.5	654.737	936	654.737	957.28	654.737	867.17	
655.077	861.83	655.077	868.22	655.077	865.5	655.077	943	655.077	961.28	655.077	855.17	
655.417	879.83	655.417	873.22	655.417	867.5	655.417	928	655.417	963.28	655.417	873.17	
655.757	866.83	655.757	875.22	655.757	872.5	655.757	935	655.757	955.28	655.757	873.17	
656.096	860.83	656.096	883.22	656.096	857.5	656.096	940	656.096	962.28	656.096	857.17	
656.436	858.83	656.436	871.22	656.436	869.5	656.436	931	656.436	961.28	656.436	870.17	
656.776	858.83	656.776	879.22	656.776	873.5	656.776	936	656.776	969.28	656.776	852.17	
657.115	860.83	657.115	882.22	657.115	859.5	657.115	945	657.115	966.28	657.115	863.17	
657.455	872.83	657.455	862.22	657.455	859.5	657.455	928	657.455	965.28	657.455	865.17	
657.794	862.83	657.794	876.22	657.794	854.5	657.794	935	657.794	949.28	657.794	856.17	
658.134	866.83	658.134	866.22	658.134	870.5	658.134	925	658.134	960.28	658.134	871.17	
658.473	858.83	658.473	880.22	658.473	864.5	658.473	920	658.473	952.28	658.473	858.17	
658.813	867.83	658.813	856.22	658.813	851.5	658.813	927	658.813	945.28	658.813	860.17	
659.152	860.83	659.152	847.22	659.152	875.5	659.152	927	659.152	961.28	659.152	845.17	
659.491	861.83	659.491	859.22	659.491	859.5	659.491	919	659.491	945.28	659.491	843.17	
659.831	851.83	659.831	862.22	659.831	860.5	659.831	928	659.831	942.28	659.831	850.17	
660.17	849.83	660.17	866.22	660.17	849.5	660.17	916	660.17	932.28	660.17	864.17	
660.509	847.83	660.509	865.22	660.509	847.5	660.509	910	660.509	954.28	660.509	871.17	
660.848	853.83	660.848	856.22	660.848	869.5	660.848	912	660.848	990.28	660.848	855.17	
661.188	861.83	661.188	858.22	661.188	856.5	661.188	922	661.188	967.28	661.188	843.17	
661.527	848.83	661.527	868.22	661.527	874.5	661.527	913	661.527	946.28	661.527	864.17	
661.866	842.83	661.866	855.22	661.866	845.5	661.866	907	661.866	935.28	661.866	854.17	
662.205	842.83	662.205	856.22	662.205	850.5	662.205	931	662.205	943.28	662.205	854.17	
662.544	839.83	662.544	841.22	662.544	850.5	662.544	914	662.544	946.28	662.544	848.17	
662.883	845.83	662.883	841.22	662.883	848.5	662.883	913	662.883	947.28	662.883	839.17	
663.222	848.83	663.222	852.22	663.222	833.5	663.222	889	663.222	942.28	663.222	840.17	
663.56	856.83	663.56	851.22	663.56	867.5	663.56	913	663.56	942.28	663.56	853.17	
663.899	846.83	663.899	854.22	663.899	856.5	663.899	915	663.899	936.28	663.899	837.17	
664.238	828.83	664.238	860.22	664.238	832.5	664.238	902	664.238	928.28	664.238	844.17	
664.577	812.83	664.577	823.22	664.577	838.5	664.577	884	664.577	932.28	664.577	846.17	
664.915	853.83	664.915	841.22	664.915	856.5	664.915	893	664.915	918.28	664.915	830.17	
665.254	833.83	665.254	850.22	665.254	859.5	665.254	882	665.254	927.28	665.254	846.17	
665.593	831.83	665.593	849.22	665.593	836.5	665.593	907	665.593	901.28	665.593	828.17	
665.931	852.83	665.931	848.22	665.931	840.5	665.931	901	665.931	924.28	665.931	840.17	
666.27	831.83	666.27	832.22	666.27	825.5	666.27	898	666.27	914.28	666.27	839.17	
666.608	832.83	666.608	829.22	666.608	837.5	666.608	908	666.608	929.28	666.608	822.17	
666.947	825.83	666.947	830.22	666.947	828.5	666.947	874	666.947	929.28	666.947	826.17	
667.285	834.83	667.285	817.22	667.285	814.5	667.285	869	667.285	911.28	667.285	836.17	
667.624	821.83	667.624	833.22	667.624	834.5	667.624	900	667.624	923.28	667.624	824.17	
667.962	831.83	667.962	825.22	667.962	827.5	667.962	874	667.962	925.28	667.962	822.17	
668.3	805.83	668.3	826.22	668.3	815.5	668.3	884	668.3	913.28	668.3	829.17	
668.638	817.83	668.638	827.22	668.638	833.5	668.638	881	668.638	904.28	668.638	829.17	
668.977	807.83	668.977	812.22	668.977	824.5	668.977	893	668.977	899.28	668.977	813.17	
669.315	818.83	669.315	820.22	669.315	818.5	669.315	873	669.315	908.28	669.315	806.17	
669.653	822.83	669.653	814.22	669.653	807.5	669.653	877	669.653	889.28	669.653	816.17	
669.991	813.83	669.991	813.22	669.991	817.5	669.991	855	669.991	903.28	669.991	812.17	
670.329	810.83	670.329	808.22	670.329	819.5	670.329	874	670.329	909.28	670.329	815.17	
670.667	794.83	670.667	813.22	670.667	808.5	670.667	866	670.667	901.28	670.667	815.17	
671.005	810.83	671.005	809.22	671.005	803.5	671.005	859	671.005	884.28	671.005	806.17	
671.343	821.83	671.343	792.22	671.343	805.5	671.343	852	671.343	884.28	671.343	808.17	
671.681	816.83	671.681	797.22	671.681	796.5	671.681	856	671.681	886.28	671.681	790.17	
672.019	803.83	672.019	807.22	672.019	789.5	672.019	863	672.019	889.28	672.019	808.17	
672.357	795.83	672.357	806.22	672.357	804.5	672.357	844	672.357	892.28	672.357	802.17	
672.694	784.83	672.694	790.22	672.694	808.5	672.694	847	672.694	883.28	672.694	805.17	
673.032	783.83	673.032	807.22	673.032	788.5	673.032	853	673.032	871.28	673.032	806.17	
673.37	786.83	673.37	794.22	673.37	799.5	673.37	835	673.37	868.28	673.37	807.17	
673.708	804.83	673.708	796.22	673.708	795.5	673.708	842	673.708	876.28	673.708	792.17	
674.045	785.83	674.045	797.22	674.045	802.5	674.045	833	674.045	885.28	674.045	796.17	
674.383	783.83	674.383	796.22	674.383	801.5	674.383	844	674.383	885.28	674.383	790.17	
674.72	795.83	674.72	784.22	674.72	773.5	674.72	833	674.72	886.28	674.72	780.17	
675.058	786.83	675.058	778.22	675.058	786.5	675.058	846	675.058	864.28	675.058	782.17	
675.395	783.83	675.395	784.22	675.395	774.5	675.395	827	675.395	852.28	675.395	786.17	
675.733	780.83	675.733	770.22	675.733	780.5	675.733	831	675.733	854.28	675.733	772.17	
676.07	763.83	676.07	765.22	676.07	767.5	676.07	820	676.07	866.28	676.07	776.17	
676.407	760.83	676.407	777.22	676.407	781.5	676.407	843	676.407	869.28	676.407	761.17	
676.745	766.83	676.745	775.22	676.745	778.5	676.745	834	676.745	858.28	676.745	773.17	
677.082	777.83	677.082	773.22	677.082	775.5	677.082	827	677.082	845.28	677.082	758.17	
677.419	773.83	677.419	756.22	677.419	779.5	677.419	810	677.419	855.28	677.419	761.17	
677.756	772.83	677.756	775.22	677.756	771.5	677.756	835	677.756	851.28	677.756	765.17	
678.094	754.83	678.094	767.22	678.094	767.5	678.094	814	678.094	835.28	678.094	769.17	
678.431	758.83	678.431	775.22	678.431	763.5	678.431	816	678.431	853.28	678.431	774.17	
678.768	765.83	678.768	751.22	678.768	756.5	678.768	821	678.768	837.28	678.768	773.17	
679.105	752.83	679.105	763.22	679.105	765.5	679.105	809	679.105	842.28	679.105	749.17	
679.442	779.83	679.442	775.22	679.442	764.5	679.442	794	679.442	846.28	679.442	745.17	
679.779	748.83	679.779	752.22	679.779	745.5	679.779	792	679.779	841.28	679.779	745.17	
680.116	762.83	680.116	772.22	680.116	769.5	680.116	813	680.116	831.28	680.116	752.17	
680.452	748.83	680.452	749.22	680.452	760.5	680.452	793	680.452	838.28	680.452	748.17	
680.789	729.83	680.789	742.22	680.789	760.5	680.789	794	680.789	836.28	680.789	756.17	
681.126	746.83	681.126	737.22	681.126	760.5	681.126	797	681.126	823.28	681.126	764.17	
681.463	747.83	681.463	748.22	681.463	750.5	681.463	796	681.463	824.28	681.463	759.17	
681.799	755.83	681.799	748.22	681.799	746.5	681.799	786	681.799	836.28	681.799	737.17	
682.136	741.83	682.136	743.22	682.136	751.5	682.136	796	682.136	820.28	682.136	749.17	
682.473	734.83	682.473	748.22	682.473	753.5	682.473	797	682.473	819.28	682.473	745.17	
682.809	739.83	682.809	756.22	682.809	734.5	682.809	800	682.809	829.28	682.809	723.17	
683.146	731.83	683.146	751.22	683.146	738.5	683.146	791	683.146	829.28	683.146	745.17	
683.482	731.83	683.482	753.22	683.482	742.5	683.482	783	683.482	816.28	683.482	746.17	
683.819	732.83	683.819	737.22	683.819	726.5	683.819	776	683.819	819.28	683.819	748.17	
684.155	735.83	684.155	749.22	684.155	731.5	684.155	797	684.155	826.28	684.155	740.17	
684.491	718.83	684.491	750.22	684.491	737.5	684.491	793	684.491	811.28	684.491	746.17	
684.828	737.83	684.828	736.22	684.828	744.5	684.828	801	684.828	820.28	684.828	731.17	
685.164	731.83	685.164	725.22	685.164	739.5	685.164	779	685.164	796.28	685.164	727.17	
685.5	715.83	685.5	746.22	685.5	723.5	685.5	780	685.5	820.28	685.5	738.17	
685.837	726.83	685.837	723.22	685.837	739.5	685.837	776	685.837	804.28	685.837	727.17	
686.173	732.83	686.173	747.22	686.173	724.5	686.173	770	686.173	812.28	686.173	731.17	
686.509	723.83	686.509	732.22	686.509	728.5	686.509	769	686.509	822.28	686.509	717.17	
686.845	725.83	686.845	723.22	686.845	722.5	686.845	775	686.845	811.28	686.845	737.17	
687.181	713.83	687.181	728.22	687.181	727.5	687.181	770	687.181	801.28	687.181	733.17	
687.517	713.83	687.517	720.22	687.517	731.5	687.517	766	687.517	812.28	687.517	727.17	
687.853	734.83	687.853	718.22	687.853	718.5	687.853	773	687.853	811.28	687.853	722.17	
688.189	710.83	688.189	741.22	688.189	726.5	688.189	766	688.189	802.28	688.189	723.17	
688.525	714.83	688.525	727.22	688.525	726.5	688.525	780	688.525	798.28	688.525	711.17	
688.861	709.83	688.861	730.22	688.861	726.5	688.861	780	688.861	805.28	688.861	719.17	
689.196	713.83	689.196	720.22	689.196	720.5	689.196	767	689.196	818.28	689.196	720.17	
689.532	715.83	689.532	718.22	689.532	743.5	689.532	772	689.532	805.28	689.532	704.17	
689.868	719.83	689.868	721.22	689.868	716.5	689.868	769	689.868	825.28	689.868	708.17	
690.204	716.83	690.204	730.22	690.204	713.5	690.204	760	690.204	783.28	690.204	706.17	
690.539	704.83	690.539	713.22	690.539	714.5	690.539	737	690.539	788.28	690.539	704.17	
690.875	719.83	690.875	726.22	690.875	717.5	690.875	769	690.875	797.28	690.875	720.17	
691.21	716.83	691.21	717.22	691.21	731.5	691.21	748	691.21	780.28	691.21	720.17	
691.546	725.83	691.546	715.22	691.546	723.5	691.546	754	691.546	796.28	691.546	720.17	
691.881	712.83	691.881	710.22	691.881	726.5	691.881	765	691.881	808.28	691.881	709.17	
692.217	717.83	692.217	709.22	692.217	718.5	692.217	752	692.217	796.28	692.217	716.17	
692.552	718.83	692.552	732.22	692.552	713.5	692.552	751	692.552	806.28	692.552	709.17	
692.888	710.83	692.888	713.22	692.888	716.5	692.888	757	692.888	796.28	692.888	728.17	
693.223	694.83	693.223	702.22	693.223	713.5	693.223	752	693.223	804.28	693.223	707.17	
693.558	705.83	693.558	720.22	693.558	723.5	693.558	769	693.558	809.28	693.558	701.17	
693.893	707.83	693.893	702.22	693.893	722.5	693.893	769	693.893	798.28	693.893	707.17	
694.229	698.83	694.229	710.22	694.229	719.5	694.229	743	694.229	790.28	694.229	702.17	
694.564	706.83	694.564	724.22	694.564	724.5	694.564	759	694.564	798.28	694.564	708.17	
694.899	697.83	694.899	725.22	694.899	708.5	694.899	751	694.899	790.28	694.899	702.17	
695.234	708.83	695.234	714.22	695.234	723.5	695.234	742	695.234	799.28	695.234	708.17	
695.569	703.83	695.569	703.22	695.569	707.5	695.569	748	695.569	796.28	695.569	706.17	
695.904	717.83	695.904	715.22	695.904	718.5	695.904	755	695.904	794.28	695.904	714.17	
696.239	688.83	696.239	705.22	696.239	718.5	696.239	755	696.239	787.28	696.239	698.17	
696.574	710.83	696.574	706.22	696.574	708.5	696.574	759	696.574	794.28	696.574	706.17	
696.909	700.83	696.909	726.22	696.909	703.5	696.909	762	696.909	809.28	696.909	682.17	
697.243	707.83	697.243	707.22	697.243	711.5	697.243	739	697.243	790.28	697.243	697.17	
697.578	707.83	697.578	718.22	697.578	707.5	697.578	751	697.578	787.28	697.578	686.17	
697.913	702.83	697.913	708.22	697.913	694.5	697.913	765	697.913	782.28	697.913	705.17	
698.248	711.83	698.248	700.22	698.248	702.5	698.248	769	698.248	776.28	698.248	721.17	
698.582	703.83	698.582	706.22	698.582	717.5	698.582	752	698.582	802.28	698.582	707.17	
698.917	697.83	698.917	713.22	698.917	704.5	698.917	755	698.917	796.28	698.917	692.17	
699.251	701.83	699.251	714.22	699.251	694.5	699.251	753	699.251	803.28	699.251	710.17	
699.586	722.83	699.586	721.22	699.586	702.5	699.586	759	699.586	791.28	699.586	699.17	
699.92	701.83	699.92	698.22	699.92	715.5	699.92	746	699.92	793.28	699.92	713.17	
700.255	703.83	700.255	716.22	700.255	716.5	700.255	758	700.255	793.28	700.255	703.17	
700.589	707.83	700.589	700.22	700.589	719.5	700.589	753	700.589	789.28	700.589	714.17	
700.924	679.83	700.924	709.22	700.924	720.5	700.924	749	700.924	791.28	700.924	696.17	
701.258	695.83	701.258	699.22	701.258	705.5	701.258	758	701.258	793.28	701.258	685.17	
701.592	702.83	701.592	709.22	701.592	718.5	701.592	743	701.592	782.28	701.592	698.17	
701.927	691.83	701.927	701.22	701.927	708.5	701.927	755	701.927	787.28	701.927	693.17	
702.261	709.83	702.261	718.22	702.261	690.5	702.261	743	702.261	792.28	702.261	703.17	
702.595	701.83	702.595	702.22	702.595	700.5	702.595	739	702.595	795.28	702.595	707.17	
702.929	699.83	702.929	710.22	702.929	712.5	702.929	743	702.929	785.28	702.929	703.17	
703.263	698.83	703.263	708.22	703.263	714.5	703.263	747	703.263	795.28	703.263	701.17	
703.597	701.83	703.597	701.22	703.597	716.5	703.597	743	703.597	816.28	703.597	691.17	
703.931	681.83	703.931	698.22	703.931	706.5	703.931	740	703.931	790.28	703.931	703.17	
704.265	705.83	704.265	718.22	704.265	711.5	704.265	750	704.265	803.28	704.265	692.17	
704.599	699.83	704.599	709.22	704.599	706.5	704.599	753	704.599	806.28	704.599	698.17	
704.933	696.83	704.933	708.22	704.933	697.5	704.933	735	704.933	785.28	704.933	697.17	
705.267	699.83	705.267	690.22	705.267	698.5	705.267	738	705.267	795.28	705.267	688.17	
705.6	689.83	705.6	710.22	705.6	704.5	705.6	747	705.6	799.28	705.6	684.17	
705.934	694.83	705.934	708.22	705.934	704.5	705.934	746	705.934	807.28	705.934	694.17	
706.268	718.83	706.268	710.22	706.268	707.5	706.268	751	706.268	807.28	706.268	706.17	
706.602	694.83	706.602	692.22	706.602	716.5	706.602	745	706.602	808.28	706.602	695.17	
706.935	694.83	706.935	715.22	706.935	711.5	706.935	751	706.935	789.28	706.935	694.17	
707.269	709.83	707.269	701.22	707.269	712.5	707.269	746	707.269	793.28	707.269	695.17	
707.602	695.83	707.602	703.22	707.602	708.5	707.602	744	707.602	814.28	707.602	708.17	
707.936	690.83	707.936	692.22	707.936	712.5	707.936	744	707.936	797.28	707.936	704.17	
708.269	706.83	708.269	723.22	708.269	699.5	708.269	761	708.269	821.28	708.269	700.17	
708.603	695.83	708.603	707.22	708.603	715.5	708.603	749	708.603	814.28	708.603	702.17	
708.936	720.83	708.936	710.22	708.936	698.5	708.936	727	708.936	800.28	708.936	693.17	
709.269	698.83	709.269	707.22	709.269	702.5	709.269	745	709.269	808.28	709.269	693.17	
709.603	702.83	709.603	693.22	709.603	707.5	709.603	750	709.603	810.28	709.603	690.17	
709.936	704.83	709.936	704.22	709.936	709.5	709.936	777	709.936	794.28	709.936	699.17	
710.269	700.83	710.269	709.22	710.269	711.5	710.269	744	710.269	795.28	710.269	700.17	
710.602	691.83	710.602	719.22	710.602	719.5	710.602	741	710.602	811.28	710.602	703.17	
710.935	700.83	710.935	704.22	710.935	710.5	710.935	751	710.935	815.28	710.935	698.17	
711.269	707.83	711.269	723.22	711.269	723.5	711.269	755	711.269	799.28	711.269	705.17	
711.602	699.83	711.602	704.22	711.602	723.5	711.602	762	711.602	805.28	711.602	713.17	
711.935	703.83	711.935	705.22	711.935	701.5	711.935	738	711.935	810.28	711.935	700.17	
712.268	705.83	712.268	716.22	712.268	708.5	712.268	751	712.268	807.28	712.268	691.17	
712.6	704.83	712.6	703.22	712.6	727.5	712.6	734	712.6	812.28	712.6	713.17	
712.933	693.83	712.933	715.22	712.933	709.5	712.933	738	712.933	803.28	712.933	703.17	
713.266	703.83	713.266	687.22	713.266	706.5	713.266	747	713.266	807.28	713.266	692.17	
713.599	711.83	713.599	713.22	713.599	727.5	713.599	749	713.599	813.28	713.599	703.17	
713.932	688.83	713.932	709.22	713.932	716.5	713.932	749	713.932	810.28	713.932	698.17	
714.264	711.83	714.264	714.22	714.264	717.5	714.264	755	714.264	808.28	714.264	709.17	
714.597	700.83	714.597	701.22	714.597	727.5	714.597	750	714.597	808.28	714.597	701.17	
714.93	713.83	714.93	702.22	714.93	724.5	714.93	732	714.93	816.28	714.93	702.17	
715.262	700.83	715.262	714.22	715.262	718.5	715.262	777	715.262	803.28	715.262	693.17	
715.595	708.83	715.595	718.22	715.595	717.5	715.595	754	715.595	839.28	715.595	706.17	
715.927	711.83	715.927	696.22	715.927	734.5	715.927	762	715.927	803.28	715.927	693.17	
716.26	706.83	716.26	719.22	716.26	727.5	716.26	756	716.26	825.28	716.26	705.17	
716.592	713.83	716.592	711.22	716.592	723.5	716.592	744	716.592	799.28	716.592	706.17	
716.925	707.83	716.925	725.22	716.925	718.5	716.925	757	716.925	819.28	716.925	718.17	
717.257	713.83	717.257	711.22	717.257	698.5	717.257	761	717.257	815.28	717.257	719.17	
717.589	695.83	717.589	719.22	717.589	738.5	717.589	744	717.589	811.28	717.589	702.17	
717.921	721.83	717.921	718.22	717.921	718.5	717.921	752	717.921	809.28	717.921	712.17	
718.254	711.83	718.254	726.22	718.254	721.5	718.254	752	718.254	814.28	718.254	692.17	
718.586	709.83	718.586	702.22	718.586	708.5	718.586	759	718.586	810.28	718.586	691.17	
718.918	703.83	718.918	710.22	718.918	735.5	718.918	779	718.918	822.28	718.918	710.17	
719.25	694.83	719.25	718.22	719.25	716.5	719.25	758	719.25	809.28	719.25	710.17	
719.582	700.83	719.582	716.22	719.582	722.5	719.582	738	719.582	819.28	719.582	705.17	
719.914	700.83	719.914	701.22	719.914	713.5	719.914	769	719.914	810.28	719.914	709.17	
720.246	699.83	720.246	711.22	720.246	719.5	720.246	745	720.246	826.28	720.246	710.17	
720.578	703.83	720.578	689.22	720.578	709.5	720.578	749	720.578	804.28	720.578	701.17	
720.91	700.83	720.91	703.22	720.91	726.5	720.91	755	720.91	808.28	720.91	694.17	
721.242	697.83	721.242	705.22	721.242	713.5	721.242	744	721.242	814.28	721.242	700.17	
721.573	695.83	721.573	702.22	721.573	716.5	721.573	754	721.573	805.28	721.573	696.17	
721.905	704.83	721.905	717.22	721.905	712.5	721.905	745	721.905	823.28	721.905	699.17	
722.237	695.83	722.237	710.22	722.237	724.5	722.237	745	722.237	790.28	722.237	683.17	
722.569	713.83	722.569	705.22	722.569	726.5	722.569	755	722.569	810.28	722.569	695.17	
722.9	691.83	722.9	695.22	722.9	705.5	722.9	743	722.9	801.28	722.9	690.17	
723.232	690.83	723.232	702.22	723.232	710.5	723.232	758	723.232	805.28	723.232	686.17	
723.563	687.83	723.563	722.22	723.563	703.5	723.563	736	723.563	793.28	723.563	686.17	
723.895	704.83	723.895	709.22	723.895	720.5	723.895	760	723.895	816.28	723.895	697.17	
724.226	689.83	724.226	702.22	724.226	717.5	724.226	750	724.226	805.28	724.226	699.17	
724.558	688.83	724.558	712.22	724.558	724.5	724.558	755	724.558	793.28	724.558	695.17	
724.889	691.83	724.889	704.22	724.889	716.5	724.889	749	724.889	797.28	724.889	686.17	
725.22	697.83	725.22	705.22	725.22	736.5	725.22	746	725.22	794.28	725.22	707.17	
725.552	702.83	725.552	697.22	725.552	722.5	725.552	751	725.552	795.28	725.552	714.17	
725.883	697.83	725.883	707.22	725.883	724.5	725.883	744	725.883	802.28	725.883	696.17	
726.214	706.83	726.214	707.22	726.214	712.5	726.214	746	726.214	799.28	726.214	693.17	
726.545	703.83	726.545	703.22	726.545	708.5	726.545	763	726.545	802.28	726.545	706.17	
726.876	706.83	726.876	703.22	726.876	713.5	726.876	751	726.876	807.28	726.876	713.17	
727.207	708.83	727.207	698.22	727.207	716.5	727.207	749	727.207	800.28	727.207	696.17	
727.538	712.83	727.538	705.22	727.538	713.5	727.538	754	727.538	819.28	727.538	681.17	
727.869	714.83	727.869	723.22	727.869	732.5	727.869	764	727.869	807.28	727.869	690.17	
728.2	703.83	728.2	703.22	728.2	720.5	728.2	750	728.2	812.28	728.2	687.17	
728.531	694.83	728.531	709.22	728.531	723.5	728.531	744	728.531	807.28	728.531	707.17	
728.862	703.83	728.862	713.22	728.862	736.5	728.862	739	728.862	804.28	728.862	701.17	
729.193	699.83	729.193	725.22	729.193	716.5	729.193	746	729.193	811.28	729.193	709.17	
729.524	707.83	729.524	709.22	729.524	724.5	729.524	747	729.524	817.28	729.524	709.17	
729.854	695.83	729.854	713.22	729.854	723.5	729.854	737	729.854	830.28	729.854	712.17	
730.185	700.83	730.185	705.22	730.185	722.5	730.185	760	730.185	794.28	730.185	704.17	
730.516	710.83	730.516	707.22	730.516	718.5	730.516	774	730.516	817.28	730.516	708.17	
730.846	703.83	730.846	697.22	730.846	713.5	730.846	737	730.846	809.28	730.846	711.17	
731.177	708.83	731.177	717.22	731.177	731.5	731.177	757	731.177	819.28	731.177	707.17	
731.507	693.83	731.507	703.22	731.507	707.5	731.507	751	731.507	805.28	731.507	711.17	
731.838	712.83	731.838	713.22	731.838	725.5	731.838	752	731.838	825.28	731.838	706.17	
732.168	708.83	732.168	718.22	732.168	721.5	732.168	758	732.168	813.28	732.168	706.17	
732.499	704.83	732.499	718.22	732.499	727.5	732.499	737	732.499	803.28	732.499	712.17	
732.829	709.83	732.829	706.22	732.829	720.5	732.829	745	732.829	801.28	732.829	705.17	
733.159	708.83	733.159	703.22	733.159	716.5	733.159	748	733.159	795.28	733.159	708.17	
733.49	704.83	733.49	705.22	733.49	717.5	733.49	746	733.49	792.28	733.49	719.17	
733.82	704.83	733.82	697.22	733.82	724.5	733.82	748	733.82	801.28	733.82	710.17	
734.15	707.83	734.15	698.22	734.15	719.5	734.15	742	734.15	802.28	734.15	714.17	
734.48	708.83	734.48	723.22	734.48	724.5	734.48	753	734.48	812.28	734.48	691.17	
734.81	704.83	734.81	726.22	734.81	731.5	734.81	744	734.81	812.28	734.81	713.17	
735.14	704.83	735.14	699.22	735.14	716.5	735.14	738	735.14	810.28	735.14	697.17	
735.47	717.83	735.47	708.22	735.47	724.5	735.47	732	735.47	809.28	735.47	712.17	
735.8	704.83	735.8	702.22	735.8	716.5	735.8	750	735.8	786.28	735.8	692.17	
736.13	687.83	736.13	698.22	736.13	727.5	736.13	749	736.13	805.28	736.13	711.17	
736.46	702.83	736.46	709.22	736.46	722.5	736.46	752	736.46	785.28	736.46	715.17	
736.79	699.83	736.79	705.22	736.79	713.5	736.79	731	736.79	795.28	736.79	702.17	
737.12	705.83	737.12	697.22	737.12	719.5	737.12	735	737.12	802.28	737.12	709.17	
737.45	701.83	737.45	705.22	737.45	720.5	737.45	746	737.45	789.28	737.45	699.17	
737.779	709.83	737.779	709.22	737.779	713.5	737.779	750	737.779	803.28	737.779	705.17	
738.109	700.83	738.109	704.22	738.109	714.5	738.109	747	738.109	801.28	738.109	699.17	
738.439	715.83	738.439	702.22	738.439	730.5	738.439	745	738.439	794.28	738.439	700.17	
738.768	714.83	738.768	697.22	738.768	710.5	738.768	745	738.768	794.28	738.768	686.17	
739.098	705.83	739.098	680.22	739.098	717.5	739.098	729	739.098	790.28	739.098	689.17	
739.427	692.83	739.427	709.22	739.427	692.5	739.427	753	739.427	807.28	739.427	705.17	
739.757	693.83	739.757	697.22	739.757	716.5	739.757	750	739.757	793.28	739.757	703.17	
740.086	709.83	740.086	690.22	740.086	716.5	740.086	731	740.086	798.28	740.086	708.17	
740.415	701.83	740.415	695.22	740.415	707.5	740.415	749	740.415	809.28	740.415	693.17	
740.745	690.83	740.745	699.22	740.745	705.5	740.745	739	740.745	791.28	740.745	698.17	
741.074	694.83	741.074	680.22	741.074	709.5	741.074	737	741.074	784.28	741.074	692.17	
741.403	698.83	741.403	680.22	741.403	731.5	741.403	742	741.403	789.28	741.403	696.17	
741.732	694.83	741.732	693.22	741.732	709.5	741.732	725	741.732	776.28	741.732	688.17	
742.062	694.83	742.062	703.22	742.062	711.5	742.062	741	742.062	786.28	742.062	695.17	
742.391	697.83	742.391	681.22	742.391	701.5	742.391	729	742.391	778.28	742.391	694.17	
742.72	697.83	742.72	693.22	742.72	692.5	742.72	730	742.72	786.28	742.72	693.17	
743.049	713.83	743.049	703.22	743.049	706.5	743.049	725	743.049	768.28	743.049	689.17	
743.378	697.83	743.378	687.22	743.378	700.5	743.378	728	743.378	790.28	743.378	697.17	
743.707	701.83	743.707	679.22	743.707	693.5	743.707	716	743.707	783.28	743.707	678.17	
744.036	698.83	744.036	690.22	744.036	708.5	744.036	730	744.036	777.28	744.036	698.17	
744.364	680.83	744.364	680.22	744.364	696.5	744.364	734	744.364	782.28	744.364	697.17	
744.693	693.83	744.693	680.22	744.693	718.5	744.693	728	744.693	758.28	744.693	696.17	
745.022	677.83	745.022	680.22	745.022	688.5	745.022	720	745.022	789.28	745.022	692.17	
745.351	686.83	745.351	696.22	745.351	704.5	745.351	719	745.351	758.28	745.351	690.17	
745.679	682.83	745.679	681.22	745.679	696.5	745.679	719	745.679	761.28	745.679	676.17	
746.008	683.83	746.008	688.22	746.008	698.5	746.008	721	746.008	770.28	746.008	681.17	
746.337	689.83	746.337	666.22	746.337	705.5	746.337	730	746.337	774.28	746.337	683.17	
746.665	681.83	746.665	678.22	746.665	692.5	746.665	722	746.665	768.28	746.665	680.17	
746.994	681.83	746.994	689.22	746.994	709.5	746.994	716	746.994	758.28	746.994	686.17	
747.322	677.83	747.322	681.22	747.322	699.5	747.322	709	747.322	775.28	747.322	677.17	
747.651	674.83	747.651	686.22	747.651	701.5	747.651	721	747.651	759.28	747.651	686.17	
747.979	688.83	747.979	692.22	747.979	690.5	747.979	714	747.979	764.28	747.979	682.17	
748.307	674.83	748.307	680.22	748.307	686.5	748.307	708	748.307	749.28	748.307	686.17	
748.636	682.83	748.636	678.22	748.636	692.5	748.636	705	748.636	764.28	748.636	667.17	
748.964	665.83	748.964	680.22	748.964	688.5	748.964	707	748.964	752.28	748.964	687.17	
749.292	679.83	749.292	668.22	749.292	675.5	749.292	686	749.292	745.28	749.292	670.17	
749.62	659.83	749.62	668.22	749.62	691.5	749.62	717	749.62	754.28	749.62	673.17	
749.948	673.83	749.948	666.22	749.948	678.5	749.948	693	749.948	752.28	749.948	679.17	
750.277	667.83	750.277	652.22	750.277	677.5	750.277	691	750.277	748.28	750.277	676.17	
750.605	675.83	750.605	674.22	750.605	675.5	750.605	706	750.605	746.28	750.605	675.17	
