USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
994.005	46.11	994.005	43.5	994.005	47.11	994.005	47.28	994.005	43.5	
994.295	40.11	994.295	38.5	994.295	41.11	994.295	41.28	994.295	43.5	
994.585	33.11	994.585	43.5	994.585	38.11	994.585	41.28	994.585	46.5	
994.874	36.11	994.874	37.5	994.874	44.11	994.874	45.28	994.874	44.5	
995.164	43.11	995.164	41.5	995.164	37.11	995.164	49.28	995.164	35.5	
995.454	39.11	995.454	34.5	995.454	38.11	995.454	40.28	995.454	40.5	
995.744	41.11	995.744	34.5	995.744	37.11	995.744	42.28	995.744	40.5	
996.033	37.11	996.033	39.5	996.033	40.11	996.033	38.28	996.033	34.5	
996.323	38.11	996.323	35.5	996.323	39.11	996.323	38.28	996.323	43.5	
996.612	37.11	996.612	36.5	996.612	35.11	996.612	37.28	996.612	36.5	
996.902	37.11	996.902	35.5	996.902	34.11	996.902	37.28	996.902	40.5	
997.191	41.11	997.191	33.5	997.191	38.11	997.191	41.28	997.191	38.5	
997.48	40.11	997.48	35.5	997.48	37.11	997.48	39.28	997.48	35.5	
997.77	35.11	997.77	37.5	997.77	35.11	997.77	37.28	997.77	38.5	
998.059	37.11	998.059	39.5	998.059	41.11	998.059	36.28	998.059	41.5	
998.348	34.11	998.348	35.5	998.348	37.11	998.348	44.28	998.348	37.5	
998.637	32.11	998.637	34.5	998.637	36.11	998.637	43.28	998.637	38.5	
998.926	30.11	998.926	36.5	998.926	31.11	998.926	41.28	998.926	38.5	
999.215	35.11	999.215	36.5	999.215	37.11	999.215	40.28	999.215	32.5	
999.504	37.11	999.504	26.5	999.504	33.11	999.504	38.28	999.504	37.5	
999.793	37.11	999.793	32.5	999.793	35.11	999.793	37.28	999.793	38.5	
1000.082	44.11	1000.082	48.5	1000.082	48.11	1000.082	57.28	1000.082	47.5	
1000.371	37.11	1000.371	32.5	1000.371	34.11	1000.371	36.28	1000.371	34.5	
1000.66	33.11	1000.66	38.5	1000.66	32.11	1000.66	41.28	1000.66	39.5	
1000.948	34.11	1000.948	35.5	1000.948	36.11	1000.948	36.28	1000.948	38.5	
1001.237	30.11	1001.237	34.5	1001.237	34.11	1001.237	39.28	1001.237	34.5	
1001.525	33.11	1001.525	35.5	1001.525	35.11	1001.525	39.28	1001.525	41.5	
1001.814	35.11	1001.814	33.5	1001.814	40.11	1001.814	38.28	1001.814	37.5	
1002.102	35.11	1002.102	30.5	1002.102	30.11	1002.102	33.28	1002.102	39.5	
1002.391	26.11	1002.391	34.5	1002.391	33.11	1002.391	34.28	1002.391	37.5	
1002.679	31.11	1002.679	31.5	1002.679	34.11	1002.679	34.28	1002.679	36.5	
1002.968	28.11	1002.968	32.5	1002.968	37.11	1002.968	41.28	1002.968	30.5	
1003.256	29.11	1003.256	30.5	1003.256	30.11	1003.256	34.28	1003.256	37.5	
1003.544	32.11	1003.544	26.5	1003.544	35.11	1003.544	30.28	1003.544	34.5	
1003.832	32.11	1003.832	33.5	1003.832	34.11	1003.832	37.28	1003.832	36.5	
1004.12	29.11	1004.12	30.5	1004.12	33.11	1004.12	35.28	1004.12	34.5	
1004.408	30.11	1004.408	30.5	1004.408	31.11	1004.408	33.28	1004.408	34.5	
1004.696	31.11	1004.696	33.5	1004.696	34.11	1004.696	36.28	1004.696	36.5	
1004.984	28.11	1004.984	31.5	1004.984	33.11	1004.984	37.28	1004.984	37.5	
1005.272	36.11	1005.272	29.5	1005.272	30.11	1005.272	30.28	1005.272	28.5	
1005.56	29.11	1005.56	33.5	1005.56	31.11	1005.56	35.28	1005.56	28.5	
1005.848	30.11	1005.848	33.5	1005.848	36.11	1005.848	32.28	1005.848	32.5	
1006.135	33.11	1006.135	30.5	1006.135	29.11	1006.135	31.28	1006.135	26.5	
1006.423	27.11	1006.423	23.5	1006.423	38.11	1006.423	30.28	1006.423	31.5	
1006.711	31.11	1006.711	25.5	1006.711	24.11	1006.711	29.28	1006.711	29.5	
1006.998	28.11	1006.998	28.5	1006.998	34.11	1006.998	34.28	1006.998	31.5	
1007.286	30.11	1007.286	30.5	1007.286	32.11	1007.286	26.28	1007.286	33.5	
1007.573	34.11	1007.573	30.5	1007.573	34.11	1007.573	30.28	1007.573	35.5	
1007.861	34.11	1007.861	29.5	1007.861	33.11	1007.861	36.28	1007.861	30.5	
1008.148	37.11	1008.148	32.5	1008.148	34.11	1008.148	36.28	1008.148	30.5	
1008.435	27.11	1008.435	28.5	1008.435	27.11	1008.435	30.28	1008.435	33.5	
1008.722	26.11	1008.722	28.5	1008.722	33.11	1008.722	32.28	1008.722	29.5	
1009.01	30.11	1009.01	32.5	1009.01	29.11	1009.01	31.28	1009.01	29.5	
1009.297	32.11	1009.297	26.5	1009.297	25.11	1009.297	27.28	1009.297	28.5	
1009.584	29.11	1009.584	31.5	1009.584	30.11	1009.584	31.28	1009.584	31.5	
1009.871	26.11	1009.871	25.5	1009.871	27.11	1009.871	32.28	1009.871	29.5	
1010.158	29.11	1010.158	31.5	1010.158	30.11	1010.158	29.28	1010.158	28.5	
1010.445	29.11	1010.445	26.5	1010.445	31.11	1010.445	29.28	1010.445	31.5	
1010.732	32.11	1010.732	29.5	1010.732	23.11	1010.732	27.28	1010.732	27.5	
1011.018	27.11	1011.018	35.5	1011.018	37.11	1011.018	31.28	1011.018	38.5	
1011.305	29.11	1011.305	28.5	1011.305	31.11	1011.305	25.28	1011.305	32.5	
1011.592	33.11	1011.592	20.5	1011.592	32.11	1011.592	28.28	1011.592	32.5	
1011.878	24.11	1011.878	25.5	1011.878	25.11	1011.878	28.28	1011.878	28.5	
1012.165	29.11	1012.165	32.5	1012.165	34.11	1012.165	29.28	1012.165	27.5	
1012.452	25.11	1012.452	27.5	1012.452	26.11	1012.452	30.28	1012.452	26.5	
1012.738	25.11	1012.738	26.5	1012.738	28.11	1012.738	28.28	1012.738	28.5	
1013.024	26.11	1013.024	26.5	1013.024	24.11	1013.024	31.28	1013.024	26.5	
1013.311	26.11	1013.311	26.5	1013.311	25.11	1013.311	28.28	1013.311	29.5	
1013.597	27.11	1013.597	23.5	1013.597	27.11	1013.597	27.28	1013.597	27.5	
1013.883	24.11	1013.883	26.5	1013.883	23.11	1013.883	27.28	1013.883	29.5	
1014.17	24.11	1014.17	28.5	1014.17	25.11	1014.17	28.28	1014.17	26.5	
1014.456	27.11	1014.456	24.5	1014.456	28.11	1014.456	30.28	1014.456	27.5	
1014.742	29.11	1014.742	28.5	1014.742	26.11	1014.742	24.28	1014.742	27.5	
1015.028	25.11	1015.028	29.5	1015.028	27.11	1015.028	34.28	1015.028	30.5	
1015.314	27.11	1015.314	28.5	1015.314	27.11	1015.314	22.28	1015.314	27.5	
1015.6	25.11	1015.6	23.5	1015.6	26.11	1015.6	25.28	1015.6	29.5	
1015.886	19.11	1015.886	20.5	1015.886	24.11	1015.886	22.28	1015.886	22.5	
1016.171	29.11	1016.171	30.5	1016.171	34.11	1016.171	31.28	1016.171	37.5	
1016.457	23.11	1016.457	17.5	1016.457	34.11	1016.457	26.28	1016.457	24.5	
1016.743	27.11	1016.743	30.5	1016.743	24.11	1016.743	26.28	1016.743	24.5	
1017.028	29.11	1017.028	25.5	1017.028	26.11	1017.028	26.28	1017.028	26.5	
1017.314	26.11	1017.314	25.5	1017.314	26.11	1017.314	29.28	1017.314	22.5	
1017.6	28.11	1017.6	24.5	1017.6	27.11	1017.6	26.28	1017.6	25.5	
1017.885	27.11	1017.885	23.5	1017.885	23.11	1017.885	26.28	1017.885	29.5	
1018.171	26.11	1018.171	22.5	1018.171	28.11	1018.171	23.28	1018.171	29.5	
1018.456	28.11	1018.456	27.5	1018.456	26.11	1018.456	29.28	1018.456	28.5	
1018.741	26.11	1018.741	23.5	1018.741	20.11	1018.741	27.28	1018.741	22.5	
1019.026	24.11	1019.026	24.5	1019.026	23.11	1019.026	23.28	1019.026	26.5	
1019.312	25.11	1019.312	26.5	1019.312	25.11	1019.312	25.28	1019.312	24.5	
1019.597	27.11	1019.597	24.5	1019.597	21.11	1019.597	28.28	1019.597	27.5	
