USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		
575.204	1510.11	575.204	1521.5	575.204	1429.11	575.204	1670.28	575.204	1566.5	
575.553	1514.11	575.553	1493.5	575.553	1476.11	575.553	1686.28	575.553	1564.5	
575.901	1517.11	575.901	1504.5	575.901	1458.11	575.901	1664.28	575.901	1566.5	
576.25	1500.11	576.25	1505.5	576.25	1475.11	576.25	1675.28	576.25	1566.5	
576.598	1495.11	576.598	1494.5	576.598	1481.11	576.598	1678.28	576.598	1589.5	
576.947	1506.11	576.947	1541.5	576.947	1489.11	576.947	1711.28	576.947	1601.5	
577.295	1521.11	577.295	1537.5	577.295	1450.11	577.295	1689.28	577.295	1584.5	
577.644	1520.11	577.644	1520.5	577.644	1466.11	577.644	1698.28	577.644	1585.5	
577.992	1512.11	577.992	1518.5	577.992	1487.11	577.992	1707.28	577.992	1587.5	
578.34	1518.11	578.34	1536.5	578.34	1481.11	578.34	1675.28	578.34	1570.5	
578.688	1537.11	578.688	1541.5	578.688	1507.11	578.688	1720.28	578.688	1582.5	
579.037	1525.11	579.037	1528.5	579.037	1484.11	579.037	1710.28	579.037	1600.5	
579.385	1546.11	579.385	1534.5	579.385	1472.11	579.385	1731.28	579.385	1600.5	
579.733	1563.11	579.733	1556.5	579.733	1500.11	579.733	1702.28	579.733	1613.5	
580.081	1550.11	580.081	1530.5	580.081	1502.11	580.081	1720.28	580.081	1611.5	
580.429	1547.11	580.429	1534.5	580.429	1492.11	580.429	1734.28	580.429	1595.5	
580.777	1552.11	580.777	1542.5	580.777	1507.11	580.777	1740.28	580.777	1642.5	
581.125	1550.11	581.125	1567.5	581.125	1514.11	581.125	1727.28	581.125	1607.5	
581.473	1559.11	581.473	1584.5	581.473	1517.11	581.473	1747.28	581.473	1616.5	
581.821	1571.11	581.821	1570.5	581.821	1518.11	581.821	1768.28	581.821	1610.5	
582.169	1578.11	582.169	1563.5	582.169	1528.11	582.169	1772.28	582.169	1642.5	
582.517	1569.11	582.517	1570.5	582.517	1509.11	582.517	1763.28	582.517	1660.5	
582.865	1562.11	582.865	1568.5	582.865	1542.11	582.865	1734.28	582.865	1647.5	
583.213	1577.11	583.213	1584.5	583.213	1523.11	583.213	1758.28	583.213	1643.5	
583.56	1581.11	583.56	1571.5	583.56	1545.11	583.56	1781.28	583.56	1672.5	
583.908	1601.11	583.908	1603.5	583.908	1538.11	583.908	1774.28	583.908	1661.5	
584.256	1588.11	584.256	1603.5	584.256	1543.11	584.256	1800.28	584.256	1658.5	
584.603	1612.11	584.603	1603.5	584.603	1563.11	584.603	1805.28	584.603	1655.5	
584.951	1613.11	584.951	1619.5	584.951	1543.11	584.951	1799.28	584.951	1664.5	
585.299	1625.11	585.299	1620.5	585.299	1565.11	585.299	1776.28	585.299	1660.5	
585.646	1607.11	585.646	1611.5	585.646	1570.11	585.646	1811.28	585.646	1672.5	
585.994	1623.11	585.994	1625.5	585.994	1593.11	585.994	1803.28	585.994	1671.5	
586.341	1624.11	586.341	1625.5	586.341	1582.11	586.341	1820.28	586.341	1692.5	
586.688	1631.11	586.688	1626.5	586.688	1581.11	586.688	1849.28	586.688	1710.5	
587.036	1656.11	587.036	1631.5	587.036	1576.11	587.036	1821.28	587.036	1670.5	
587.383	1621.11	587.383	1624.5	587.383	1579.11	587.383	1843.28	587.383	1712.5	
587.731	1635.11	587.731	1636.5	587.731	1594.11	587.731	1817.28	587.731	1718.5	
588.078	1624.11	588.078	1642.5	588.078	1590.11	588.078	1852.28	588.078	1703.5	
588.425	1657.11	588.425	1665.5	588.425	1596.11	588.425	1836.28	588.425	1734.5	
588.772	1641.11	588.772	1644.5	588.772	1582.11	588.772	1856.28	588.772	1714.5	
589.119	1659.11	589.119	1658.5	589.119	1599.11	589.119	1841.28	589.119	1720.5	
589.467	1656.11	589.467	1658.5	589.467	1611.11	589.467	1849.28	589.467	1731.5	
589.814	1670.11	589.814	1656.5	589.814	1628.11	589.814	1851.28	589.814	1737.5	
590.161	1651.11	590.161	1665.5	590.161	1603.11	590.161	1858.28	590.161	1715.5	
590.508	1681.11	590.508	1656.5	590.508	1629.11	590.508	1867.28	590.508	1757.5	
590.855	1680.11	590.855	1663.5	590.855	1619.11	590.855	1877.28	590.855	1710.5	
591.202	1668.11	591.202	1679.5	591.202	1599.11	591.202	1866.28	591.202	1745.5	
591.549	1678.11	591.549	1658.5	591.549	1632.11	591.549	1848.28	591.549	1770.5	
591.895	1667.11	591.895	1680.5	591.895	1619.11	591.895	1874.28	591.895	1762.5	
592.242	1664.11	592.242	1661.5	592.242	1608.11	592.242	1895.28	592.242	1742.5	
592.589	1692.11	592.589	1690.5	592.589	1639.11	592.589	1862.28	592.589	1743.5	
592.936	1682.11	592.936	1677.5	592.936	1633.11	592.936	1865.28	592.936	1741.5	
593.283	1687.11	593.283	1683.5	593.283	1652.11	593.283	1891.28	593.283	1776.5	
593.629	1685.11	593.629	1681.5	593.629	1622.11	593.629	1881.28	593.629	1734.5	
593.976	1702.11	593.976	1693.5	593.976	1658.11	593.976	1906.28	593.976	1786.5	
594.322	1672.11	594.322	1690.5	594.322	1620.11	594.322	1871.28	594.322	1743.5	
594.669	1682.11	594.669	1693.5	594.669	1649.11	594.669	1883.28	594.669	1782.5	
595.016	1690.11	595.016	1695.5	595.016	1625.11	595.016	1875.28	595.016	1753.5	
595.362	1691.11	595.362	1678.5	595.362	1638.11	595.362	1846.28	595.362	1746.5	
595.709	1697.11	595.709	1714.5	595.709	1645.11	595.709	1890.28	595.709	1745.5	
596.055	1706.11	596.055	1697.5	596.055	1640.11	596.055	1877.28	596.055	1749.5	
596.401	1684.11	596.401	1697.5	596.401	1635.11	596.401	1877.28	596.401	1759.5	
596.748	1680.11	596.748	1691.5	596.748	1629.11	596.748	1880.28	596.748	1773.5	
597.094	1669.11	597.094	1708.5	597.094	1635.11	597.094	1856.28	597.094	1735.5	
597.44	1683.11	597.44	1694.5	597.44	1646.11	597.44	1885.28	597.44	1767.5	
597.787	1694.11	597.787	1660.5	597.787	1615.11	597.787	1854.28	597.787	1763.5	
598.133	1679.11	598.133	1676.5	598.133	1633.11	598.133	1892.28	598.133	1772.5	
598.479	1645.11	598.479	1650.5	598.479	1619.11	598.479	1853.28	598.479	1713.5	
598.825	1663.11	598.825	1694.5	598.825	1608.11	598.825	1874.28	598.825	1741.5	
599.171	1670.11	599.171	1695.5	599.171	1612.11	599.171	1874.28	599.171	1717.5	
599.517	1699.11	599.517	1686.5	599.517	1619.11	599.517	1875.28	599.517	1746.5	
599.863	1648.11	599.863	1672.5	599.863	1632.11	599.863	1856.28	599.863	1702.5	
600.209	1628.11	600.209	1655.5	600.209	1637.11	600.209	1847.28	600.209	1720.5	
600.555	1685.11	600.555	1665.5	600.555	1629.11	600.555	1867.28	600.555	1726.5	
600.901	1658.11	600.901	1668.5	600.901	1608.11	600.901	1835.28	600.901	1733.5	
601.247	1654.11	601.247	1669.5	601.247	1600.11	601.247	1844.28	601.247	1694.5	
601.593	1646.11	601.593	1635.5	601.593	1611.11	601.593	1826.28	601.593	1732.5	
601.939	1665.11	601.939	1667.5	601.939	1617.11	601.939	1822.28	601.939	1707.5	
602.284	1652.11	602.284	1639.5	602.284	1590.11	602.284	1846.28	602.284	1690.5	
602.63	1648.11	602.63	1632.5	602.63	1590.11	602.63	1816.28	602.63	1721.5	
602.976	1636.11	602.976	1634.5	602.976	1600.11	602.976	1820.28	602.976	1700.5	
603.321	1648.11	603.321	1649.5	603.321	1595.11	603.321	1836.28	603.321	1692.5	
603.667	1640.11	603.667	1635.5	603.667	1606.11	603.667	1819.28	603.667	1697.5	
604.013	1640.11	604.013	1623.5	604.013	1598.11	604.013	1809.28	604.013	1684.5	
604.358	1619.11	604.358	1610.5	604.358	1564.11	604.358	1822.28	604.358	1669.5	
604.704	1622.11	604.704	1648.5	604.704	1584.11	604.704	1805.28	604.704	1670.5	
605.049	1623.11	605.049	1593.5	605.049	1561.11	605.049	1818.28	605.049	1689.5	
605.394	1615.11	605.394	1603.5	605.394	1560.11	605.394	1798.28	605.394	1652.5	
605.74	1616.11	605.74	1634.5	605.74	1549.11	605.74	1812.28	605.74	1680.5	
606.085	1597.11	606.085	1593.5	606.085	1571.11	606.085	1773.28	606.085	1668.5	
606.431	1591.11	606.431	1609.5	606.431	1569.11	606.431	1792.28	606.431	1655.5	
606.776	1609.11	606.776	1610.5	606.776	1552.11	606.776	1787.28	606.776	1671.5	
607.121	1597.11	607.121	1606.5	607.121	1547.11	607.121	1766.28	607.121	1665.5	
607.466	1582.11	607.466	1589.5	607.466	1533.11	607.466	1766.28	607.466	1649.5	
607.811	1586.11	607.811	1599.5	607.811	1537.11	607.811	1765.28	607.811	1663.5	
608.156	1585.11	608.156	1601.5	608.156	1533.11	608.156	1781.28	608.156	1655.5	
608.502	1578.11	608.502	1590.5	608.502	1525.11	608.502	1769.28	608.502	1609.5	
608.847	1577.11	608.847	1581.5	608.847	1538.11	608.847	1776.28	608.847	1632.5	
609.192	1561.11	609.192	1582.5	609.192	1531.11	609.192	1762.28	609.192	1640.5	
609.537	1579.11	609.537	1590.5	609.537	1525.11	609.537	1756.28	609.537	1629.5	
609.882	1576.11	609.882	1569.5	609.882	1509.11	609.882	1769.28	609.882	1630.5	
610.226	1567.11	610.226	1607.5	610.226	1518.11	610.226	1756.28	610.226	1635.5	
610.571	1558.11	610.571	1570.5	610.571	1519.11	610.571	1738.28	610.571	1618.5	
610.916	1579.11	610.916	1561.5	610.916	1513.11	610.916	1735.28	610.916	1649.5	
611.261	1551.11	611.261	1544.5	611.261	1511.11	611.261	1733.28	611.261	1618.5	
611.606	1570.11	611.606	1577.5	611.606	1537.11	611.606	1751.28	611.606	1623.5	
611.95	1556.11	611.95	1569.5	611.95	1498.11	611.95	1737.28	611.95	1593.5	
612.295	1552.11	612.295	1549.5	612.295	1512.11	612.295	1722.28	612.295	1619.5	
612.64	1551.11	612.64	1528.5	612.64	1511.11	612.64	1713.28	612.64	1644.5	
612.984	1544.11	612.984	1540.5	612.984	1508.11	612.984	1723.28	612.984	1598.5	
613.329	1548.11	613.329	1572.5	613.329	1501.11	613.329	1714.28	613.329	1598.5	
613.673	1554.11	613.673	1531.5	613.673	1471.11	613.673	1728.28	613.673	1623.5	
614.018	1542.11	614.018	1558.5	614.018	1473.11	614.018	1723.28	614.018	1592.5	
614.362	1560.11	614.362	1541.5	614.362	1504.11	614.362	1700.28	614.362	1612.5	
614.707	1520.11	614.707	1544.5	614.707	1487.11	614.707	1713.28	614.707	1597.5	
615.051	1535.11	615.051	1553.5	615.051	1504.11	615.051	1717.28	615.051	1603.5	
615.395	1543.11	615.395	1518.5	615.395	1493.11	615.395	1717.28	615.395	1563.5	
615.74	1528.11	615.74	1530.5	615.74	1485.11	615.74	1694.28	615.74	1589.5	
616.084	1532.11	616.084	1544.5	616.084	1472.11	616.084	1696.28	616.084	1604.5	
616.428	1534.11	616.428	1517.5	616.428	1487.11	616.428	1685.28	616.428	1591.5	
616.772	1550.11	616.772	1532.5	616.772	1497.11	616.772	1705.28	616.772	1597.5	
617.116	1521.11	617.116	1515.5	617.116	1504.11	617.116	1711.28	617.116	1565.5	
617.46	1514.11	617.46	1510.5	617.46	1472.11	617.46	1681.28	617.46	1570.5	
617.805	1493.11	617.805	1512.5	617.805	1480.11	617.805	1681.28	617.805	1601.5	
618.149	1482.11	618.149	1511.5	618.149	1463.11	618.149	1661.28	618.149	1568.5	
618.493	1506.11	618.493	1489.5	618.493	1469.11	618.493	1670.28	618.493	1567.5	
618.837	1498.11	618.837	1501.5	618.837	1461.11	618.837	1676.28	618.837	1551.5	
619.18	1512.11	619.18	1510.5	619.18	1471.11	619.18	1683.28	619.18	1565.5	
619.524	1495.11	619.524	1503.5	619.524	1464.11	619.524	1682.28	619.524	1535.5	
619.868	1500.11	619.868	1508.5	619.868	1472.11	619.868	1686.28	619.868	1545.5	
620.212	1506.11	620.212	1470.5	620.212	1461.11	620.212	1665.28	620.212	1569.5	
620.556	1480.11	620.556	1483.5	620.556	1445.11	620.556	1646.28	620.556	1534.5	
620.899	1487.11	620.899	1497.5	620.899	1437.11	620.899	1656.28	620.899	1552.5	
621.243	1484.11	621.243	1482.5	621.243	1464.11	621.243	1670.28	621.243	1558.5	
621.587	1492.11	621.587	1481.5	621.587	1431.11	621.587	1654.28	621.587	1534.5	
621.93	1479.11	621.93	1470.5	621.93	1433.11	621.93	1650.28	621.93	1547.5	
622.274	1482.11	622.274	1475.5	622.274	1448.11	622.274	1659.28	622.274	1543.5	
622.617	1482.11	622.617	1472.5	622.617	1456.11	622.617	1636.28	622.617	1543.5	
622.961	1467.11	622.961	1468.5	622.961	1429.11	622.961	1659.28	622.961	1545.5	
623.304	1473.11	623.304	1473.5	623.304	1445.11	623.304	1642.28	623.304	1533.5	
623.648	1451.11	623.648	1478.5	623.648	1417.11	623.648	1656.28	623.648	1542.5	
623.991	1494.11	623.991	1486.5	623.991	1431.11	623.991	1652.28	623.991	1525.5	
624.335	1476.11	624.335	1470.5	624.335	1426.11	624.335	1646.28	624.335	1531.5	
624.678	1454.11	624.678	1449.5	624.678	1409.11	624.678	1630.28	624.678	1519.5	
625.021	1465.11	625.021	1473.5	625.021	1449.11	625.021	1626.28	625.021	1526.5	
625.364	1472.11	625.364	1478.5	625.364	1424.11	625.364	1638.28	625.364	1524.5	
625.707	1451.11	625.707	1465.5	625.707	1428.11	625.707	1637.28	625.707	1506.5	
626.051	1461.11	626.051	1466.5	626.051	1444.11	626.051	1651.28	626.051	1521.5	
626.394	1464.11	626.394	1470.5	626.394	1426.11	626.394	1633.28	626.394	1521.5	
626.737	1461.11	626.737	1460.5	626.737	1427.11	626.737	1658.28	626.737	1510.5	
627.08	1472.11	627.08	1467.5	627.08	1393.11	627.08	1644.28	627.08	1531.5	
627.423	1463.11	627.423	1439.5	627.423	1411.11	627.423	1634.28	627.423	1532.5	
627.766	1471.11	627.766	1463.5	627.766	1434.11	627.766	1617.28	627.766	1525.5	
628.109	1470.11	628.109	1484.5	628.109	1435.11	628.109	1633.28	628.109	1511.5	
628.452	1457.11	628.452	1485.5	628.452	1447.11	628.452	1652.28	628.452	1544.5	
628.794	1463.11	628.794	1454.5	628.794	1414.11	628.794	1633.28	628.794	1505.5	
629.137	1450.11	629.137	1447.5	629.137	1412.11	629.137	1643.28	629.137	1519.5	
629.48	1476.11	629.48	1459.5	629.48	1425.11	629.48	1641.28	629.48	1509.5	
629.823	1452.11	629.823	1481.5	629.823	1436.11	629.823	1632.28	629.823	1522.5	
630.165	1456.11	630.165	1455.5	630.165	1427.11	630.165	1637.28	630.165	1556.5	
630.508	1481.11	630.508	1469.5	630.508	1433.11	630.508	1661.28	630.508	1502.5	
630.851	1446.11	630.851	1466.5	630.851	1405.11	630.851	1618.28	630.851	1534.5	
631.193	1479.11	631.193	1491.5	631.193	1429.11	631.193	1660.28	631.193	1513.5	
631.536	1447.11	631.536	1462.5	631.536	1436.11	631.536	1644.28	631.536	1520.5	
631.878	1472.11	631.878	1480.5	631.878	1423.11	631.878	1619.28	631.878	1500.5	
632.221	1452.11	632.221	1456.5	632.221	1419.11	632.221	1645.28	632.221	1533.5	
632.563	1474.11	632.563	1457.5	632.563	1420.11	632.563	1648.28	632.563	1530.5	
632.906	1442.11	632.906	1455.5	632.906	1416.11	632.906	1611.28	632.906	1531.5	
633.248	1469.11	633.248	1477.5	633.248	1405.11	633.248	1617.28	633.248	1504.5	
633.59	1457.11	633.59	1469.5	633.59	1422.11	633.59	1623.28	633.59	1524.5	
633.932	1459.11	633.932	1467.5	633.932	1431.11	633.932	1661.28	633.932	1518.5	
634.275	1461.11	634.275	1469.5	634.275	1401.11	634.275	1639.28	634.275	1513.5	
634.617	1487.11	634.617	1480.5	634.617	1415.11	634.617	1644.28	634.617	1520.5	
634.959	1462.11	634.959	1456.5	634.959	1416.11	634.959	1626.28	634.959	1535.5	
635.301	1475.11	635.301	1472.5	635.301	1443.11	635.301	1645.28	635.301	1528.5	
635.643	1448.11	635.643	1480.5	635.643	1454.11	635.643	1630.28	635.643	1530.5	
635.985	1485.11	635.985	1473.5	635.985	1426.11	635.985	1640.28	635.985	1544.5	
636.327	1452.11	636.327	1471.5	636.327	1446.11	636.327	1633.28	636.327	1529.5	
636.669	1479.11	636.669	1473.5	636.669	1419.11	636.669	1627.28	636.669	1522.5	
637.011	1471.11	637.011	1476.5	637.011	1432.11	637.011	1624.28	637.011	1518.5	
637.353	1487.11	637.353	1479.5	637.353	1428.11	637.353	1636.28	637.353	1531.5	
637.695	1488.11	637.695	1466.5	637.695	1416.11	637.695	1650.28	637.695	1517.5	
638.037	1453.11	638.037	1470.5	638.037	1445.11	638.037	1652.28	638.037	1505.5	
638.378	1490.11	638.378	1475.5	638.378	1417.11	638.378	1632.28	638.378	1528.5	
638.72	1462.11	638.72	1489.5	638.72	1434.11	638.72	1642.28	638.72	1535.5	
639.062	1480.11	639.062	1480.5	639.062	1437.11	639.062	1637.28	639.062	1527.5	
639.403	1484.11	639.403	1486.5	639.403	1450.11	639.403	1650.28	639.403	1552.5	
639.745	1478.11	639.745	1483.5	639.745	1433.11	639.745	1658.28	639.745	1528.5	
640.087	1469.11	640.087	1480.5	640.087	1426.11	640.087	1669.28	640.087	1541.5	
640.428	1481.11	640.428	1470.5	640.428	1446.11	640.428	1654.28	640.428	1510.5	
640.77	1487.11	640.77	1471.5	640.77	1452.11	640.77	1654.28	640.77	1527.5	
641.111	1478.11	641.111	1473.5	641.111	1456.11	641.111	1638.28	641.111	1547.5	
641.453	1500.11	641.453	1478.5	641.453	1437.11	641.453	1627.28	641.453	1547.5	
641.794	1485.11	641.794	1471.5	641.794	1444.11	641.794	1642.28	641.794	1517.5	
642.135	1474.11	642.135	1492.5	642.135	1431.11	642.135	1649.28	642.135	1536.5	
642.477	1487.11	642.477	1462.5	642.477	1428.11	642.477	1628.28	642.477	1527.5	
642.818	1455.11	642.818	1483.5	642.818	1443.11	642.818	1659.28	642.818	1543.5	
643.159	1467.11	643.159	1472.5	643.159	1431.11	643.159	1644.28	643.159	1541.5	
643.5	1495.11	643.5	1491.5	643.5	1444.11	643.5	1658.28	643.5	1538.5	
643.841	1477.11	643.841	1503.5	643.841	1446.11	643.841	1657.28	643.841	1527.5	
644.182	1495.11	644.182	1482.5	644.182	1432.11	644.182	1642.28	644.182	1541.5	
644.523	1489.11	644.523	1477.5	644.523	1425.11	644.523	1666.28	644.523	1541.5	
644.864	1477.11	644.864	1490.5	644.864	1439.11	644.864	1660.28	644.864	1529.5	
645.205	1481.11	645.205	1472.5	645.205	1448.11	645.205	1654.28	645.205	1534.5	
645.546	1478.11	645.546	1503.5	645.546	1458.11	645.546	1652.28	645.546	1540.5	
645.887	1486.11	645.887	1484.5	645.887	1435.11	645.887	1653.28	645.887	1522.5	
646.228	1464.11	646.228	1481.5	646.228	1431.11	646.228	1656.28	646.228	1541.5	
646.569	1453.11	646.569	1464.5	646.569	1447.11	646.569	1657.28	646.569	1531.5	
646.91	1493.11	646.91	1475.5	646.91	1450.11	646.91	1650.28	646.91	1546.5	
647.251	1475.11	647.251	1465.5	647.251	1459.11	647.251	1650.28	647.251	1552.5	
647.591	1495.11	647.591	1467.5	647.591	1430.11	647.591	1654.28	647.591	1543.5	
647.932	1471.11	647.932	1479.5	647.932	1444.11	647.932	1618.28	647.932	1532.5	
648.273	1458.11	648.273	1469.5	648.273	1452.11	648.273	1630.28	648.273	1520.5	
648.613	1477.11	648.613	1466.5	648.613	1467.11	648.613	1644.28	648.613	1555.5	
648.954	1466.11	648.954	1490.5	648.954	1451.11	648.954	1652.28	648.954	1537.5	
649.294	1494.11	649.294	1468.5	649.294	1450.11	649.294	1658.28	649.294	1529.5	
649.635	1473.11	649.635	1466.5	649.635	1458.11	649.635	1669.28	649.635	1517.5	
649.975	1479.11	649.975	1473.5	649.975	1441.11	649.975	1624.28	649.975	1534.5	
650.316	1478.11	650.316	1477.5	650.316	1447.11	650.316	1632.28	650.316	1532.5	
650.656	1471.11	650.656	1459.5	650.656	1425.11	650.656	1633.28	650.656	1519.5	
650.996	1482.11	650.996	1473.5	650.996	1420.11	650.996	1669.28	650.996	1534.5	
651.337	1476.11	651.337	1475.5	651.337	1425.11	651.337	1649.28	651.337	1515.5	
651.677	1480.11	651.677	1475.5	651.677	1453.11	651.677	1644.28	651.677	1534.5	
652.017	1460.11	652.017	1477.5	652.017	1411.11	652.017	1648.28	652.017	1511.5	
652.357	1474.11	652.357	1462.5	652.357	1436.11	652.357	1650.28	652.357	1525.5	
652.697	1478.11	652.697	1480.5	652.697	1417.11	652.697	1630.28	652.697	1516.5	
653.037	1463.11	653.037	1473.5	653.037	1410.11	653.037	1642.28	653.037	1515.5	
653.377	1489.11	653.377	1466.5	653.377	1435.11	653.377	1631.28	653.377	1538.5	
653.717	1453.11	653.717	1460.5	653.717	1408.11	653.717	1637.28	653.717	1514.5	
654.057	1476.11	654.057	1456.5	654.057	1426.11	654.057	1614.28	654.057	1520.5	
654.397	1474.11	654.397	1485.5	654.397	1431.11	654.397	1624.28	654.397	1511.5	
654.737	1476.11	654.737	1464.5	654.737	1431.11	654.737	1632.28	654.737	1535.5	
655.077	1464.11	655.077	1462.5	655.077	1423.11	655.077	1614.28	655.077	1513.5	
655.417	1459.11	655.417	1470.5	655.417	1407.11	655.417	1629.28	655.417	1524.5	
655.757	1449.11	655.757	1451.5	655.757	1420.11	655.757	1615.28	655.757	1490.5	
656.096	1473.11	656.096	1478.5	656.096	1427.11	656.096	1628.28	656.096	1529.5	
656.436	1439.11	656.436	1435.5	656.436	1405.11	656.436	1610.28	656.436	1502.5	
656.776	1440.11	656.776	1415.5	656.776	1414.11	656.776	1612.28	656.776	1505.5	
657.115	1432.11	657.115	1414.5	657.115	1415.11	657.115	1622.28	657.115	1508.5	
657.455	1459.11	657.455	1439.5	657.455	1400.11	657.455	1604.28	657.455	1520.5	
657.794	1435.11	657.794	1451.5	657.794	1388.11	657.794	1606.28	657.794	1472.5	
658.134	1446.11	658.134	1436.5	658.134	1409.11	658.134	1595.28	658.134	1499.5	
658.473	1428.11	658.473	1437.5	658.473	1395.11	658.473	1587.28	658.473	1519.5	
658.813	1429.11	658.813	1390.5	658.813	1399.11	658.813	1600.28	658.813	1488.5	
659.152	1425.11	659.152	1429.5	659.152	1394.11	659.152	1610.28	659.152	1477.5	
659.491	1410.11	659.491	1404.5	659.491	1408.11	659.491	1599.28	659.491	1475.5	
659.831	1413.11	659.831	1405.5	659.831	1385.11	659.831	1570.28	659.831	1476.5	
660.17	1419.11	660.17	1403.5	660.17	1389.11	660.17	1552.28	660.17	1460.5	
660.509	1418.11	660.509	1409.5	660.509	1355.11	660.509	1575.28	660.509	1468.5	
660.848	1406.11	660.848	1398.5	660.848	1371.11	660.848	1556.28	660.848	1466.5	
661.188	1376.11	661.188	1405.5	661.188	1372.11	661.188	1560.28	661.188	1457.5	
661.527	1414.11	661.527	1406.5	661.527	1382.11	661.527	1582.28	661.527	1475.5	
661.866	1395.11	661.866	1395.5	661.866	1369.11	661.866	1551.28	661.866	1452.5	
662.205	1413.11	662.205	1400.5	662.205	1364.11	662.205	1573.28	662.205	1448.5	
662.544	1391.11	662.544	1399.5	662.544	1363.11	662.544	1566.28	662.544	1460.5	
662.883	1386.11	662.883	1402.5	662.883	1371.11	662.883	1537.28	662.883	1458.5	
663.222	1377.11	663.222	1379.5	663.222	1344.11	663.222	1531.28	663.222	1438.5	
663.56	1395.11	663.56	1385.5	663.56	1348.11	663.56	1539.28	663.56	1431.5	
663.899	1419.11	663.899	1369.5	663.899	1344.11	663.899	1516.28	663.899	1455.5	
664.238	1365.11	664.238	1359.5	664.238	1339.11	664.238	1545.28	664.238	1431.5	
664.577	1336.11	664.577	1364.5	664.577	1323.11	664.577	1505.28	664.577	1414.5	
664.915	1362.11	664.915	1389.5	664.915	1361.11	664.915	1546.28	664.915	1425.5	
665.254	1387.11	665.254	1355.5	665.254	1310.11	665.254	1545.28	665.254	1405.5	
665.593	1369.11	665.593	1361.5	665.593	1346.11	665.593	1493.28	665.593	1421.5	
665.931	1345.11	665.931	1329.5	665.931	1339.11	665.931	1504.28	665.931	1419.5	
666.27	1345.11	666.27	1333.5	666.27	1306.11	666.27	1492.28	666.27	1401.5	
666.608	1357.11	666.608	1352.5	666.608	1317.11	666.608	1491.28	666.608	1392.5	
666.947	1322.11	666.947	1348.5	666.947	1304.11	666.947	1499.28	666.947	1381.5	
667.285	1345.11	667.285	1330.5	667.285	1307.11	667.285	1465.28	667.285	1392.5	
667.624	1347.11	667.624	1342.5	667.624	1291.11	667.624	1479.28	667.624	1371.5	
667.962	1331.11	667.962	1298.5	667.962	1298.11	667.962	1494.28	667.962	1388.5	
668.3	1332.11	668.3	1321.5	668.3	1297.11	668.3	1473.28	668.3	1380.5	
668.638	1315.11	668.638	1306.5	668.638	1301.11	668.638	1463.28	668.638	1385.5	
668.977	1313.11	668.977	1302.5	668.977	1278.11	668.977	1449.28	668.977	1355.5	
669.315	1322.11	669.315	1320.5	669.315	1275.11	669.315	1466.28	669.315	1361.5	
669.653	1304.11	669.653	1295.5	669.653	1275.11	669.653	1415.28	669.653	1343.5	
669.991	1295.11	669.991	1292.5	669.991	1266.11	669.991	1449.28	669.991	1342.5	
670.329	1299.11	670.329	1293.5	670.329	1267.11	670.329	1443.28	670.329	1346.5	
670.667	1288.11	670.667	1300.5	670.667	1249.11	670.667	1459.28	670.667	1344.5	
671.005	1275.11	671.005	1287.5	671.005	1248.11	671.005	1442.28	671.005	1362.5	
671.343	1271.11	671.343	1285.5	671.343	1273.11	671.343	1427.28	671.343	1342.5	
671.681	1286.11	671.681	1284.5	671.681	1244.11	671.681	1439.28	671.681	1336.5	
672.019	1265.11	672.019	1277.5	672.019	1259.11	672.019	1428.28	672.019	1335.5	
672.357	1270.11	672.357	1252.5	672.357	1228.11	672.357	1409.28	672.357	1295.5	
672.694	1270.11	672.694	1257.5	672.694	1256.11	672.694	1407.28	672.694	1338.5	
673.032	1262.11	673.032	1256.5	673.032	1240.11	673.032	1396.28	673.032	1317.5	
673.37	1252.11	673.37	1259.5	673.37	1225.11	673.37	1399.28	673.37	1305.5	
673.708	1262.11	673.708	1259.5	673.708	1246.11	673.708	1402.28	673.708	1293.5	
674.045	1247.11	674.045	1233.5	674.045	1237.11	674.045	1403.28	674.045	1280.5	
674.383	1255.11	674.383	1257.5	674.383	1229.11	674.383	1405.28	674.383	1287.5	
674.72	1235.11	674.72	1251.5	674.72	1219.11	674.72	1400.28	674.72	1282.5	
675.058	1224.11	675.058	1250.5	675.058	1191.11	675.058	1398.28	675.058	1286.5	
675.395	1236.11	675.395	1231.5	675.395	1210.11	675.395	1386.28	675.395	1269.5	
675.733	1218.11	675.733	1237.5	675.733	1214.11	675.733	1360.28	675.733	1279.5	
676.07	1231.11	676.07	1230.5	676.07	1198.11	676.07	1365.28	676.07	1268.5	
676.407	1208.11	676.407	1212.5	676.407	1196.11	676.407	1352.28	676.407	1282.5	
676.745	1221.11	676.745	1202.5	676.745	1193.11	676.745	1350.28	676.745	1269.5	
677.082	1227.11	677.082	1211.5	677.082	1189.11	677.082	1359.28	677.082	1260.5	
677.419	1202.11	677.419	1195.5	677.419	1192.11	677.419	1357.28	677.419	1247.5	
677.756	1215.11	677.756	1218.5	677.756	1185.11	677.756	1349.28	677.756	1255.5	
678.094	1219.11	678.094	1202.5	678.094	1189.11	678.094	1359.28	678.094	1269.5	
678.431	1198.11	678.431	1198.5	678.431	1191.11	678.431	1349.28	678.431	1260.5	
678.768	1194.11	678.768	1182.5	678.768	1161.11	678.768	1339.28	678.768	1244.5	
