USB2G13063_1:101		Capture_2:202		Capture_3:203		Capture_4:204		Capture_5:205		Capture_6:206		
696.574	114.78	696.574	871.39	696.574	1002.17	696.574	1029.61	696.574	932.83	696.574	961.5	
696.909	119.78	696.909	866.39	696.909	994.17	696.909	1021.61	696.909	940.83	696.909	958.5	
697.243	119.78	697.243	887.39	697.243	1002.17	697.243	1027.61	697.243	944.83	697.243	984.5	
697.578	120.78	697.578	867.39	697.578	1002.17	697.578	1034.61	697.578	937.83	697.578	959.5	
697.913	118.78	697.913	877.39	697.913	998.17	697.913	1033.61	697.913	936.83	697.913	980.5	
698.248	120.78	698.248	877.39	698.248	1003.17	698.248	1045.61	698.248	942.83	698.248	974.5	
698.582	116.78	698.582	861.39	698.582	1007.17	698.582	1023.61	698.582	955.83	698.582	961.5	
698.917	127.78	698.917	879.39	698.917	990.17	698.917	1034.61	698.917	949.83	698.917	965.5	
699.251	117.78	699.251	860.39	699.251	1013.17	699.251	1023.61	699.251	939.83	699.251	968.5	
699.586	124.78	699.586	863.39	699.586	986.17	699.586	1035.61	699.586	951.83	699.586	969.5	
699.92	121.78	699.92	893.39	699.92	992.17	699.92	1008.61	699.92	935.83	699.92	961.5	
700.255	129.78	700.255	885.39	700.255	1001.17	700.255	1030.61	700.255	938.83	700.255	962.5	
700.589	119.78	700.589	868.39	700.589	992.17	700.589	1031.61	700.589	943.83	700.589	972.5	
700.924	126.78	700.924	869.39	700.924	984.17	700.924	1023.61	700.924	950.83	700.924	960.5	
701.258	124.78	701.258	864.39	701.258	1000.17	701.258	1026.61	701.258	938.83	701.258	964.5	
701.592	118.78	701.592	871.39	701.592	984.17	701.592	1009.61	701.592	944.83	701.592	957.5	
701.927	119.78	701.927	858.39	701.927	991.17	701.927	1005.61	701.927	926.83	701.927	954.5	
702.261	133.78	702.261	869.39	702.261	982.17	702.261	1017.61	702.261	944.83	702.261	961.5	
702.595	123.78	702.595	869.39	702.595	982.17	702.595	1018.61	702.595	921.83	702.595	973.5	
702.929	130.78	702.929	868.39	702.929	1010.17	702.929	1030.61	702.929	942.83	702.929	976.5	
703.263	120.78	703.263	872.39	703.263	997.17	703.263	1008.61	703.263	936.83	703.263	966.5	
703.597	124.78	703.597	854.39	703.597	1003.17	703.597	1019.61	703.597	938.83	703.597	970.5	
703.931	131.78	703.931	868.39	703.931	992.17	703.931	1024.61	703.931	953.83	703.931	963.5	
704.265	132.78	704.265	859.39	704.265	1007.17	704.265	1027.61	704.265	946.83	704.265	957.5	
704.599	125.78	704.599	871.39	704.599	989.17	704.599	1003.61	704.599	942.83	704.599	966.5	
704.933	135.78	704.933	874.39	704.933	982.17	704.933	1016.61	704.933	941.83	704.933	940.5	
705.267	135.78	705.267	853.39	705.267	969.17	705.267	999.61	705.267	958.83	705.267	950.5	
705.6	135.78	705.6	858.39	705.6	987.17	705.6	1020.61	705.6	939.83	705.6	950.5	
705.934	135.78	705.934	865.39	705.934	987.17	705.934	1009.61	705.934	940.83	705.934	952.5	
706.268	124.78	706.268	868.39	706.268	1006.17	706.268	1015.61	706.268	941.83	706.268	958.5	
706.602	136.78	706.602	867.39	706.602	989.17	706.602	1040.61	706.602	930.83	706.602	948.5	
706.935	139.78	706.935	870.39	706.935	990.17	706.935	1014.61	706.935	937.83	706.935	946.5	
707.269	139.78	707.269	859.39	707.269	988.17	707.269	1014.61	707.269	934.83	707.269	957.5	
707.602	143.78	707.602	866.39	707.602	981.17	707.602	1020.61	707.602	931.83	707.602	954.5	
707.936	144.78	707.936	871.39	707.936	1010.17	707.936	1009.61	707.936	941.83	707.936	960.5	
708.269	133.78	708.269	852.39	708.269	1000.17	708.269	1025.61	708.269	924.83	708.269	977.5	
708.603	134.78	708.603	860.39	708.603	985.17	708.603	1008.61	708.603	930.83	708.603	970.5	
708.936	130.78	708.936	870.39	708.936	989.17	708.936	1012.61	708.936	924.83	708.936	944.5	
709.269	140.78	709.269	877.39	709.269	983.17	709.269	1016.61	709.269	939.83	709.269	960.5	
709.603	140.78	709.603	872.39	709.603	976.17	709.603	1024.61	709.603	964.83	709.603	952.5	
709.936	145.78	709.936	874.39	709.936	993.17	709.936	1023.61	709.936	935.83	709.936	977.5	
710.269	137.78	710.269	870.39	710.269	1007.17	710.269	1013.61	710.269	936.83	710.269	955.5	
710.602	136.78	710.602	882.39	710.602	999.17	710.602	1012.61	710.602	946.83	710.602	952.5	
710.935	143.78	710.935	861.39	710.935	982.17	710.935	1027.61	710.935	946.83	710.935	957.5	
711.269	144.78	711.269	868.39	711.269	989.17	711.269	1018.61	711.269	939.83	711.269	932.5	
711.602	140.78	711.602	860.39	711.602	973.17	711.602	1003.61	711.602	923.83	711.602	956.5	
711.935	142.78	711.935	869.39	711.935	972.17	711.935	1015.61	711.935	935.83	711.935	960.5	
712.268	149.78	712.268	872.39	712.268	986.17	712.268	1009.61	712.268	932.83	712.268	947.5	
712.6	150.78	712.6	871.39	712.6	1000.17	712.6	1017.61	712.6	940.83	712.6	965.5	
712.933	142.78	712.933	874.39	712.933	1008.17	712.933	999.61	712.933	944.83	712.933	959.5	
713.266	147.78	713.266	872.39	713.266	992.17	713.266	1010.61	713.266	946.83	713.266	962.5	
713.599	152.78	713.599	860.39	713.599	987.17	713.599	993.61	713.599	924.83	713.599	959.5	
713.932	148.78	713.932	854.39	713.932	986.17	713.932	996.61	713.932	937.83	713.932	958.5	
714.264	152.78	714.264	867.39	714.264	986.17	714.264	1015.61	714.264	918.83	714.264	962.5	
714.597	138.78	714.597	854.39	714.597	992.17	714.597	1011.61	714.597	914.83	714.597	946.5	
714.93	150.78	714.93	863.39	714.93	991.17	714.93	1010.61	714.93	934.83	714.93	943.5	
715.262	153.78	715.262	864.39	715.262	994.17	715.262	1009.61	715.262	934.83	715.262	948.5	
715.595	146.78	715.595	885.39	715.595	972.17	715.595	997.61	715.595	944.83	715.595	951.5	
715.927	150.78	715.927	866.39	715.927	966.17	715.927	1015.61	715.927	920.83	715.927	951.5	
716.26	152.78	716.26	865.39	716.26	989.17	716.26	1012.61	716.26	924.83	716.26	954.5	
716.592	151.78	716.592	866.39	716.592	982.17	716.592	1002.61	716.592	936.83	716.592	956.5	
716.925	155.78	716.925	860.39	716.925	998.17	716.925	986.61	716.925	925.83	716.925	958.5	
717.257	162.78	717.257	858.39	717.257	997.17	717.257	1002.61	717.257	923.83	717.257	948.5	
717.589	156.78	717.589	852.39	717.589	977.17	717.589	995.61	717.589	926.83	717.589	931.5	
717.921	152.78	717.921	879.39	717.921	971.17	717.921	994.61	717.921	937.83	717.921	934.5	
718.254	164.78	718.254	867.39	718.254	978.17	718.254	997.61	718.254	919.83	718.254	930.5	
718.586	157.78	718.586	851.39	718.586	972.17	718.586	971.61	718.586	909.83	718.586	933.5	
718.918	163.78	718.918	882.39	718.918	976.17	718.918	993.61	718.918	926.83	718.918	953.5	
719.25	155.78	719.25	852.39	719.25	980.17	719.25	992.61	719.25	926.83	719.25	945.5	
719.582	154.78	719.582	852.39	719.582	983.17	719.582	987.61	719.582	910.83	719.582	940.5	
719.914	153.78	719.914	858.39	719.914	984.17	719.914	985.61	719.914	918.83	719.914	928.5	
720.246	159.78	720.246	855.39	720.246	976.17	720.246	994.61	720.246	904.83	720.246	946.5	
720.578	152.78	720.578	853.39	720.578	953.17	720.578	982.61	720.578	907.83	720.578	910.5	
720.91	161.78	720.91	848.39	720.91	956.17	720.91	981.61	720.91	911.83	720.91	923.5	
721.242	150.78	721.242	852.39	721.242	974.17	721.242	984.61	721.242	918.83	721.242	928.5	
721.573	157.78	721.573	841.39	721.573	968.17	721.573	979.61	721.573	903.83	721.573	912.5	
721.905	160.78	721.905	848.39	721.905	972.17	721.905	984.61	721.905	920.83	721.905	921.5	
722.237	161.78	722.237	839.39	722.237	970.17	722.237	981.61	722.237	899.83	722.237	927.5	
722.569	164.78	722.569	841.39	722.569	967.17	722.569	978.61	722.569	905.83	722.569	922.5	
722.9	158.78	722.9	839.39	722.9	961.17	722.9	968.61	722.9	897.83	722.9	915.5	
723.232	161.78	723.232	842.39	723.232	959.17	723.232	966.61	723.232	908.83	723.232	923.5	
723.563	152.78	723.563	850.39	723.563	958.17	723.563	988.61	723.563	908.83	723.563	923.5	
723.895	164.78	723.895	843.39	723.895	960.17	723.895	982.61	723.895	895.83	723.895	929.5	
724.226	173.78	724.226	847.39	724.226	975.17	724.226	983.61	724.226	903.83	724.226	909.5	
724.558	160.78	724.558	837.39	724.558	955.17	724.558	956.61	724.558	907.83	724.558	922.5	
724.889	166.78	724.889	825.39	724.889	942.17	724.889	993.61	724.889	897.83	724.889	907.5	
725.22	164.78	725.22	848.39	725.22	959.17	725.22	976.61	725.22	902.83	725.22	917.5	
725.552	170.78	725.552	836.39	725.552	939.17	725.552	964.61	725.552	903.83	725.552	914.5	
725.883	160.78	725.883	843.39	725.883	959.17	725.883	958.61	725.883	897.83	725.883	946.5	
726.214	161.78	726.214	830.39	726.214	955.17	726.214	969.61	726.214	892.83	726.214	919.5	
726.545	167.78	726.545	839.39	726.545	946.17	726.545	974.61	726.545	906.83	726.545	909.5	
726.876	167.78	726.876	852.39	726.876	955.17	726.876	983.61	726.876	891.83	726.876	918.5	
727.207	173.78	727.207	848.39	727.207	948.17	727.207	949.61	727.207	897.83	727.207	925.5	
727.538	162.78	727.538	828.39	727.538	942.17	727.538	967.61	727.538	896.83	727.538	928.5	
727.869	162.78	727.869	842.39	727.869	963.17	727.869	975.61	727.869	903.83	727.869	904.5	
728.2	164.78	728.2	848.39	728.2	948.17	728.2	967.61	728.2	892.83	728.2	926.5	
728.531	165.78	728.531	842.39	728.531	965.17	728.531	953.61	728.531	887.83	728.531	890.5	
728.862	168.78	728.862	828.39	728.862	943.17	728.862	953.61	728.862	869.83	728.862	885.5	
729.193	164.78	729.193	849.39	729.193	946.17	729.193	958.61	729.193	894.83	729.193	897.5	
729.524	171.78	729.524	836.39	729.524	939.17	729.524	962.61	729.524	882.83	729.524	900.5	
729.854	165.78	729.854	824.39	729.854	958.17	729.854	941.61	729.854	902.83	729.854	888.5	
730.185	170.78	730.185	853.39	730.185	938.17	730.185	972.61	730.185	896.83	730.185	909.5	
730.516	169.78	730.516	827.39	730.516	934.17	730.516	961.61	730.516	882.83	730.516	905.5	
730.846	165.78	730.846	837.39	730.846	946.17	730.846	961.61	730.846	895.83	730.846	904.5	
731.177	172.78	731.177	833.39	731.177	938.17	731.177	956.61	731.177	898.83	731.177	907.5	
731.507	167.78	731.507	826.39	731.507	951.17	731.507	959.61	731.507	878.83	731.507	884.5	
731.838	173.78	731.838	831.39	731.838	933.17	731.838	966.61	731.838	880.83	731.838	900.5	
732.168	171.78	732.168	836.39	732.168	947.17	732.168	938.61	732.168	898.83	732.168	901.5	
732.499	168.78	732.499	838.39	732.499	922.17	732.499	954.61	732.499	884.83	732.499	895.5	
732.829	168.78	732.829	844.39	732.829	918.17	732.829	955.61	732.829	879.83	732.829	899.5	
733.159	176.78	733.159	824.39	733.159	939.17	733.159	941.61	733.159	884.83	733.159	892.5	
733.49	176.78	733.49	824.39	733.49	938.17	733.49	948.61	733.49	882.83	733.49	880.5	
733.82	166.78	733.82	812.39	733.82	924.17	733.82	928.61	733.82	880.83	733.82	887.5	
734.15	171.78	734.15	807.39	734.15	934.17	734.15	934.61	734.15	874.83	734.15	897.5	
734.48	164.78	734.48	813.39	734.48	925.17	734.48	932.61	734.48	871.83	734.48	889.5	
734.81	176.78	734.81	834.39	734.81	912.17	734.81	939.61	734.81	879.83	734.81	876.5	
735.14	178.78	735.14	834.39	735.14	926.17	735.14	925.61	735.14	878.83	735.14	889.5	
735.47	178.78	735.47	809.39	735.47	919.17	735.47	927.61	735.47	875.83	735.47	886.5	
735.8	175.78	735.8	817.39	735.8	901.17	735.8	921.61	735.8	837.83	735.8	889.5	
736.13	178.78	736.13	800.39	736.13	924.17	736.13	925.61	736.13	852.83	736.13	868.5	
736.46	177.78	736.46	817.39	736.46	907.17	736.46	934.61	736.46	869.83	736.46	863.5	
736.79	164.78	736.79	812.39	736.79	917.17	736.79	932.61	736.79	844.83	736.79	882.5	
737.12	164.78	737.12	818.39	737.12	906.17	737.12	936.61	737.12	852.83	737.12	873.5	
737.45	183.78	737.45	790.39	737.45	907.17	737.45	904.61	737.45	848.83	737.45	847.5	
737.779	169.78	737.779	799.39	737.779	900.17	737.779	929.61	737.779	848.83	737.779	870.5	
738.109	172.78	738.109	822.39	738.109	905.17	738.109	919.61	738.109	844.83	738.109	857.5	
738.439	176.78	738.439	817.39	738.439	911.17	738.439	912.61	738.439	853.83	738.439	868.5	
738.768	174.78	738.768	795.39	738.768	896.17	738.768	917.61	738.768	856.83	738.768	864.5	
739.098	172.78	739.098	812.39	739.098	879.17	739.098	922.61	739.098	848.83	739.098	849.5	
739.427	169.78	739.427	802.39	739.427	881.17	739.427	904.61	739.427	852.83	739.427	871.5	
739.757	167.78	739.757	791.39	739.757	887.17	739.757	913.61	739.757	834.83	739.757	851.5	
740.086	178.78	740.086	798.39	740.086	881.17	740.086	891.61	740.086	846.83	740.086	841.5	
740.415	172.78	740.415	787.39	740.415	878.17	740.415	888.61	740.415	843.83	740.415	855.5	
740.745	178.78	740.745	795.39	740.745	872.17	740.745	895.61	740.745	838.83	740.745	841.5	
741.074	175.78	741.074	782.39	741.074	887.17	741.074	904.61	741.074	827.83	741.074	828.5	
741.403	173.78	741.403	778.39	741.403	871.17	741.403	900.61	741.403	837.83	741.403	833.5	
741.732	173.78	741.732	784.39	741.732	868.17	741.732	894.61	741.732	832.83	741.732	839.5	
742.062	174.78	742.062	778.39	742.062	860.17	742.062	887.61	742.062	822.83	742.062	825.5	
742.391	177.78	742.391	765.39	742.391	865.17	742.391	884.61	742.391	833.83	742.391	826.5	
742.72	174.78	742.72	785.39	742.72	842.17	742.72	876.61	742.72	806.83	742.72	855.5	
743.049	173.78	743.049	790.39	743.049	869.17	743.049	880.61	743.049	810.83	743.049	820.5	
743.378	174.78	743.378	775.39	743.378	858.17	743.378	892.61	743.378	832.83	743.378	819.5	
743.707	170.78	743.707	764.39	743.707	858.17	743.707	870.61	743.707	800.83	743.707	826.5	
744.036	175.78	744.036	770.39	744.036	841.17	744.036	871.61	744.036	795.83	744.036	804.5	
744.364	161.78	744.364	762.39	744.364	843.17	744.364	871.61	744.364	802.83	744.364	816.5	
744.693	170.78	744.693	757.39	744.693	843.17	744.693	867.61	744.693	808.83	744.693	799.5	
745.022	173.78	745.022	751.39	745.022	834.17	745.022	852.61	745.022	779.83	745.022	802.5	
745.351	168.78	745.351	742.39	745.351	840.17	745.351	847.61	745.351	782.83	745.351	808.5	
745.679	179.78	745.679	759.39	745.679	844.17	745.679	852.61	745.679	777.83	745.679	800.5	
746.008	166.78	746.008	758.39	746.008	829.17	746.008	864.61	746.008	788.83	746.008	801.5	
746.337	168.78	746.337	757.39	746.337	832.17	746.337	869.61	746.337	786.83	746.337	793.5	
746.665	164.78	746.665	737.39	746.665	826.17	746.665	855.61	746.665	783.83	746.665	829.5	
746.994	171.78	746.994	754.39	746.994	825.17	746.994	843.61	746.994	787.83	746.994	784.5	
747.322	173.78	747.322	756.39	747.322	809.17	747.322	840.61	747.322	788.83	747.322	784.5	
747.651	164.78	747.651	724.39	747.651	810.17	747.651	821.61	747.651	777.83	747.651	792.5	
747.979	165.78	747.979	734.39	747.979	817.17	747.979	834.61	747.979	773.83	747.979	787.5	
748.307	172.78	748.307	734.39	748.307	815.17	748.307	836.61	748.307	779.83	748.307	782.5	
748.636	165.78	748.636	736.39	748.636	822.17	748.636	841.61	748.636	781.83	748.636	789.5	
748.964	166.78	748.964	723.39	748.964	795.17	748.964	820.61	748.964	760.83	748.964	779.5	
749.292	162.78	749.292	731.39	749.292	793.17	749.292	824.61	749.292	763.83	749.292	758.5	
749.62	166.78	749.62	720.39	749.62	797.17	749.62	836.61	749.62	756.83	749.62	771.5	
749.948	164.78	749.948	718.39	749.948	801.17	749.948	805.61	749.948	739.83	749.948	752.5	
750.277	167.78	750.277	709.39	750.277	784.17	750.277	814.61	750.277	735.83	750.277	752.5	
750.605	169.78	750.605	710.39	750.605	788.17	750.605	816.61	750.605	752.83	750.605	749.5	
750.933	163.78	750.933	712.39	750.933	785.17	750.933	809.61	750.933	752.83	750.933	756.5	
751.261	171.78	751.261	713.39	751.261	784.17	751.261	797.61	751.261	725.83	751.261	754.5	
751.588	170.78	751.588	720.39	751.588	776.17	751.588	799.61	751.588	749.83	751.588	750.5	
751.916	167.78	751.916	709.39	751.916	792.17	751.916	792.61	751.916	729.83	751.916	746.5	
752.244	161.78	752.244	711.39	752.244	770.17	752.244	806.61	752.244	745.83	752.244	748.5	
752.572	161.78	752.572	686.39	752.572	782.17	752.572	777.61	752.572	748.83	752.572	738.5	
752.9	162.78	752.9	706.39	752.9	780.17	752.9	780.61	752.9	728.83	752.9	726.5	
753.227	166.78	753.227	686.39	753.227	746.17	753.227	770.61	753.227	721.83	753.227	733.5	
753.555	165.78	753.555	691.39	753.555	765.17	753.555	784.61	753.555	729.83	753.555	742.5	
753.883	162.78	753.883	690.39	753.883	762.17	753.883	773.61	753.883	722.83	753.883	735.5	
754.21	169.78	754.21	673.39	754.21	753.17	754.21	784.61	754.21	707.83	754.21	716.5	
754.538	167.78	754.538	684.39	754.538	761.17	754.538	777.61	754.538	716.83	754.538	726.5	
754.865	166.78	754.865	694.39	754.865	765.17	754.865	774.61	754.865	715.83	754.865	706.5	
755.193	163.78	755.193	675.39	755.193	752.17	755.193	766.61	755.193	709.83	755.193	707.5	
755.52	159.78	755.52	679.39	755.52	750.17	755.52	755.61	755.52	697.83	755.52	708.5	
755.847	159.78	755.847	664.39	755.847	729.17	755.847	759.61	755.847	705.83	755.847	706.5	
756.175	162.78	756.175	669.39	756.175	742.17	756.175	748.61	756.175	709.83	756.175	710.5	
756.502	159.78	756.502	654.39	756.502	726.17	756.502	747.61	756.502	696.83	756.502	707.5	
756.829	158.78	756.829	666.39	756.829	743.17	756.829	753.61	756.829	693.83	756.829	687.5	
757.156	159.78	757.156	659.39	757.156	723.17	757.156	733.61	757.156	698.83	757.156	699.5	
757.483	159.78	757.483	653.39	757.483	734.17	757.483	755.61	757.483	692.83	757.483	685.5	
757.81	154.78	757.81	640.39	757.81	732.17	757.81	745.61	757.81	695.83	757.81	683.5	
758.137	159.78	758.137	640.39	758.137	717.17	758.137	726.61	758.137	675.83	758.137	682.5	
758.464	161.78	758.464	657.39	758.464	720.17	758.464	730.61	758.464	682.83	758.464	680.5	
758.791	163.78	758.791	648.39	758.791	714.17	758.791	736.61	758.791	669.83	758.791	694.5	
759.118	156.78	759.118	651.39	759.118	706.17	759.118	728.61	759.118	679.83	759.118	674.5	
759.445	161.78	759.445	650.39	759.445	715.17	759.445	726.61	759.445	669.83	759.445	682.5	
759.772	156.78	759.772	640.39	759.772	706.17	759.772	729.61	759.772	647.83	759.772	663.5	
760.099	153.78	760.099	636.39	760.099	696.17	760.099	714.61	760.099	655.83	760.099	671.5	
760.426	161.78	760.426	633.39	760.426	694.17	760.426	722.61	760.426	659.83	760.426	674.5	
760.752	156.78	760.752	630.39	760.752	692.17	760.752	709.61	760.752	663.83	760.752	674.5	
761.079	148.78	761.079	639.39	761.079	687.17	761.079	707.61	761.079	662.83	761.079	674.5	
761.405	161.78	761.405	627.39	761.405	692.17	761.405	721.61	761.405	648.83	761.405	665.5	
761.732	158.78	761.732	639.39	761.732	692.17	761.732	700.61	761.732	658.83	761.732	668.5	
762.059	147.78	762.059	632.39	762.059	688.17	762.059	703.61	762.059	648.83	762.059	654.5	
762.385	150.78	762.385	621.39	762.385	672.17	762.385	704.61	762.385	627.83	762.385	646.5	
762.711	155.78	762.711	603.39	762.711	680.17	762.711	705.61	762.711	652.83	762.711	652.5	
763.038	151.78	763.038	616.39	763.038	675.17	763.038	689.61	763.038	633.83	763.038	641.5	
763.364	149.78	763.364	603.39	763.364	666.17	763.364	699.61	763.364	643.83	763.364	653.5	
763.69	147.78	763.69	616.39	763.69	677.17	763.69	696.61	763.69	640.83	763.69	650.5	
764.017	153.78	764.017	605.39	764.017	657.17	764.017	686.61	764.017	635.83	764.017	637.5	
764.343	152.78	764.343	602.39	764.343	660.17	764.343	687.61	764.343	634.83	764.343	633.5	
764.669	153.78	764.669	606.39	764.669	667.17	764.669	676.61	764.669	617.83	764.669	634.5	
764.995	149.78	764.995	611.39	764.995	654.17	764.995	682.61	764.995	638.83	764.995	624.5	
765.321	158.78	765.321	598.39	765.321	667.17	765.321	671.61	765.321	613.83	765.321	634.5	
765.647	155.78	765.647	602.39	765.647	650.17	765.647	666.61	765.647	636.83	765.647	631.5	
765.973	145.78	765.973	601.39	765.973	640.17	765.973	676.61	765.973	611.83	765.973	623.5	
766.299	148.78	766.299	587.39	766.299	653.17	766.299	669.61	766.299	623.83	766.299	625.5	
766.625	150.78	766.625	585.39	766.625	660.17	766.625	657.61	766.625	624.83	766.625	620.5	
766.951	147.78	766.951	582.39	766.951	652.17	766.951	660.61	766.951	608.83	766.951	623.5	
767.277	147.78	767.277	586.39	767.277	639.17	767.277	666.61	767.277	616.83	767.277	619.5	
767.603	150.78	767.603	580.39	767.603	651.17	767.603	645.61	767.603	607.83	767.603	621.5	
767.928	148.78	767.928	582.39	767.928	637.17	767.928	662.61	767.928	610.83	767.928	629.5	
768.254	146.78	768.254	578.39	768.254	647.17	768.254	666.61	768.254	609.83	768.254	608.5	
768.58	151.78	768.58	573.39	768.58	636.17	768.58	651.61	768.58	607.83	768.58	601.5	
768.905	146.78	768.905	575.39	768.905	630.17	768.905	629.61	768.905	610.83	768.905	621.5	
769.231	148.78	769.231	570.39	769.231	645.17	769.231	650.61	769.231	600.83	769.231	609.5	
769.556	147.78	769.556	586.39	769.556	627.17	769.556	649.61	769.556	593.83	769.556	601.5	
769.882	146.78	769.882	571.39	769.882	632.17	769.882	640.61	769.882	601.83	769.882	602.5	
770.207	148.78	770.207	577.39	770.207	615.17	770.207	651.61	770.207	589.83	770.207	609.5	
770.533	148.78	770.533	559.39	770.533	625.17	770.533	642.61	770.533	582.83	770.533	616.5	
770.858	137.78	770.858	574.39	770.858	609.17	770.858	640.61	770.858	589.83	770.858	600.5	
771.183	146.78	771.183	571.39	771.183	612.17	771.183	637.61	771.183	576.83	771.183	579.5	
771.509	143.78	771.509	552.39	771.509	621.17	771.509	629.61	771.509	600.83	771.509	598.5	
771.834	144.78	771.834	566.39	771.834	600.17	771.834	637.61	771.834	590.83	771.834	582.5	
772.159	140.78	772.159	550.39	772.159	599.17	772.159	625.61	772.159	571.83	772.159	581.5	
772.484	142.78	772.484	557.39	772.484	601.17	772.484	627.61	772.484	570.83	772.484	575.5	
772.809	146.78	772.809	543.39	772.809	596.17	772.809	635.61	772.809	568.83	772.809	581.5	
773.134	139.78	773.134	543.39	773.134	608.17	773.134	624.61	773.134	572.83	773.134	578.5	
773.459	146.78	773.459	557.39	773.459	597.17	773.459	609.61	773.459	557.83	773.459	584.5	
773.784	143.78	773.784	553.39	773.784	593.17	773.784	618.61	773.784	579.83	773.784	581.5	
774.109	146.78	774.109	541.39	774.109	596.17	774.109	611.61	774.109	577.83	774.109	582.5	
774.434	148.78	774.434	542.39	774.434	614.17	774.434	613.61	774.434	561.83	774.434	580.5	
774.759	141.78	774.759	547.39	774.759	588.17	774.759	605.61	774.759	563.83	774.759	562.5	
775.083	140.78	775.083	540.39	775.083	589.17	775.083	608.61	775.083	573.83	775.083	571.5	
775.408	133.78	775.408	535.39	775.408	587.17	775.408	600.61	775.408	553.83	775.408	567.5	
775.733	142.78	775.733	536.39	775.733	584.17	775.733	607.61	775.733	571.83	775.733	577.5	
776.057	141.78	776.057	534.39	776.057	580.17	776.057	605.61	776.057	551.83	776.057	576.5	
776.382	138.78	776.382	542.39	776.382	586.17	776.382	595.61	776.382	558.83	776.382	556.5	
776.706	139.78	776.706	520.39	776.706	577.17	776.706	601.61	776.706	552.83	776.706	565.5	
777.031	143.78	777.031	541.39	777.031	567.17	777.031	590.61	777.031	554.83	777.031	554.5	
777.355	146.78	777.355	531.39	777.355	586.17	777.355	595.61	777.355	561.83	777.355	561.5	
777.68	145.78	777.68	532.39	777.68	577.17	777.68	608.61	777.68	545.83	777.68	539.5	
778.004	146.78	778.004	528.39	778.004	572.17	778.004	597.61	778.004	544.83	778.004	557.5	
778.328	149.78	778.328	529.39	778.328	557.17	778.328	591.61	778.328	549.83	778.328	540.5	
778.653	134.78	778.653	522.39	778.653	571.17	778.653	593.61	778.653	547.83	778.653	551.5	
778.977	138.78	778.977	518.39	778.977	566.17	778.977	589.61	778.977	538.83	778.977	539.5	
779.301	134.78	779.301	519.39	779.301	568.17	779.301	575.61	779.301	539.83	779.301	554.5	
779.625	141.78	779.625	509.39	779.625	563.17	779.625	594.61	779.625	534.83	779.625	552.5	
779.949	136.78	779.949	520.39	779.949	558.17	779.949	585.61	779.949	554.83	779.949	530.5	
780.273	136.78	780.273	507.39	780.273	566.17	780.273	587.61	780.273	527.83	780.273	544.5	
780.597	135.78	780.597	514.39	780.597	547.17	780.597	563.61	780.597	526.83	780.597	541.5	
780.921	135.78	780.921	497.39	780.921	556.17	780.921	569.61	780.921	532.83	780.921	527.5	
781.245	134.78	781.245	529.39	781.245	556.17	781.245	587.61	781.245	536.83	781.245	527.5	
781.569	127.78	781.569	513.39	781.569	546.17	781.569	571.61	781.569	532.83	781.569	529.5	
781.893	135.78	781.893	517.39	781.893	559.17	781.893	568.61	781.893	528.83	781.893	547.5	
782.217	134.78	782.217	511.39	782.217	533.17	782.217	564.61	782.217	531.83	782.217	532.5	
782.541	135.78	782.541	514.39	782.541	566.17	782.541	567.61	782.541	524.83	782.541	533.5	
782.864	140.78	782.864	501.39	782.864	544.17	782.864	558.61	782.864	527.83	782.864	523.5	
783.188	133.78	783.188	504.39	783.188	546.17	783.188	554.61	783.188	524.83	783.188	522.5	
783.512	140.78	783.512	498.39	783.512	556.17	783.512	576.61	783.512	533.83	783.512	525.5	
783.835	130.78	783.835	496.39	783.835	548.17	783.835	558.61	783.835	508.83	783.835	513.5	
784.159	131.78	784.159	504.39	784.159	557.17	784.159	573.61	784.159	521.83	784.159	519.5	
784.482	133.78	784.482	491.39	784.482	540.17	784.482	562.61	784.482	506.83	784.482	521.5	
784.805	140.78	784.805	487.39	784.805	538.17	784.805	566.61	784.805	528.83	784.805	525.5	
785.129	138.78	785.129	497.39	785.129	541.17	785.129	565.61	785.129	521.83	785.129	535.5	
785.452	127.78	785.452	497.39	785.452	531.17	785.452	554.61	785.452	524.83	785.452	516.5	
785.776	132.78	785.776	508.39	785.776	542.17	785.776	555.61	785.776	507.83	785.776	517.5	
786.099	135.78	786.099	493.39	786.099	520.17	786.099	530.61	786.099	512.83	786.099	501.5	
786.422	124.78	786.422	493.39	786.422	525.17	786.422	530.61	786.422	517.83	786.422	509.5	
786.745	137.78	786.745	495.39	786.745	531.17	786.745	570.61	786.745	516.83	786.745	519.5	
787.068	132.78	787.068	493.39	787.068	531.17	787.068	545.61	787.068	500.83	787.068	508.5	
787.391	132.78	787.391	492.39	787.391	534.17	787.391	545.61	787.391	509.83	787.391	518.5	
787.714	141.78	787.714	493.39	787.714	527.17	787.714	548.61	787.714	515.83	787.714	532.5	
788.037	130.78	788.037	501.39	788.037	543.17	788.037	543.61	788.037	516.83	788.037	520.5	
788.36	131.78	788.36	505.39	788.36	534.17	788.36	551.61	788.36	501.83	788.36	521.5	
788.683	134.78	788.683	491.39	788.683	533.17	788.683	561.61	788.683	506.83	788.683	518.5	
789.006	133.78	789.006	491.39	789.006	530.17	789.006	544.61	789.006	512.83	789.006	519.5	
789.329	132.78	789.329	505.39	789.329	527.17	789.329	552.61	789.329	519.83	789.329	511.5	
